Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop,Population
1940,Georgia,130,Atkinson,30,ATKINSON,1671,"1,500 to 3,500"
1940,Georgia,130,Bacon,50,BACON,1054,"500 to 1,500"
1940,Georgia,130,Baker,70,BAKER,4295,"3,500 to 10,000"
1940,Georgia,130,Baldwin,90,BALDWIN,11498,"10,000 to 25,000"
1940,Georgia,130,Banks,110,BANKS,661,"500 to 1,500"
1940,Georgia,130,Barrow,130,BARROW,2459,"1,500 to 3,500"
1940,Georgia,130,Bartow,150,BARTOW/CASS,4210,"3,500 to 10,000"
1940,Georgia,130,Ben Hill,170,BEN HILL,4849,"3,500 to 10,000"
1940,Georgia,130,Berrien,190,BERRIEN,2337,"1,500 to 3,500"
1940,Georgia,130,Bibb,210,BIBB,35544,"25,000 to 100,000"
1940,Georgia,130,Bleckley,230,BLECKLEY,3324,"1,500 to 3,500"
1940,Georgia,130,Brantley,250,BRANTLEY,1144,"500 to 1,500"
1940,Georgia,130,Brooks,270,BROOKS,10507,"10,000 to 25,000"
1940,Georgia,130,Bryan,290,BRYAN,2553,"1,500 to 3,500"
1940,Georgia,130,Bulloch,310,BULLOCH,9842,"3,500 to 10,000"
1940,Georgia,130,Burke,330,BURKE,19866,"10,000 to 25,000"
1940,Georgia,130,Butts,350,BUTTS,4291,"3,500 to 10,000"
1940,Georgia,130,Calhoun,370,CALHOUN,7129,"3,500 to 10,000"
1940,Georgia,130,Camden,390,CAMDEN,3424,"1,500 to 3,500"
1940,Georgia,130,Candler,430,CANDLER,3107,"1,500 to 3,500"
1940,Georgia,130,Carroll,450,CARROLL,7253,"3,500 to 10,000"
1940,Georgia,130,Catoosa,470,CATOOSA,323,Under 500
1940,Georgia,130,Charlton,490,CHARLTON,1496,"500 to 1,500"
1940,Georgia,130,Chatham,510,CHATHAM,52943,"25,000 to 100,000"
1940,Georgia,130,Chattahoochee,530,CHATTAHOOCHEE,3028,"1,500 to 3,500"
1940,Georgia,130,Chattooga,550,CHATTOOGA,1812,"1,500 to 3,500"
1940,Georgia,130,Cherokee,570,CHEROKEE,897,"500 to 1,500"
1940,Georgia,130,Clarke,590,CLARKE,10063,"10,000 to 25,000"
1940,Georgia,130,Clay,610,CLAY,4987,"3,500 to 10,000"
1940,Georgia,130,Clayton,630,CLAYTON,2984,"1,500 to 3,500"
1940,Georgia,130,Clinch,650,CLINCH,2499,"1,500 to 3,500"
1940,Georgia,130,Cobb,670,COBB,6282,"3,500 to 10,000"
1940,Georgia,130,Coffee,690,COFFEE,5376,"3,500 to 10,000"
1940,Georgia,130,Colquitt,710,COLQUITT,8057,"3,500 to 10,000"
1940,Georgia,130,Columbia,730,COLUMBIA,5664,"3,500 to 10,000"
1940,Georgia,130,Cook,750,COOK,3191,"1,500 to 3,500"
1940,Georgia,130,Coweta,770,COWETA,10823,"10,000 to 25,000"
1940,Georgia,130,Crawford,790,CRAWFORD,4023,"3,500 to 10,000"
1940,Georgia,130,Crisp,810,CRISP,8114,"3,500 to 10,000"
1940,Georgia,130,Dade,830,DADE,297,Under 500
1940,Georgia,130,Dawson,850,DAWSON,64,Under 500
1940,Georgia,130,Decatur,870,DECATUR,10761,"10,000 to 25,000"
1940,Georgia,130,DeKalb,890,DE KALB,13969,"10,000 to 25,000"
1940,Georgia,130,Dodge,910,DODGE,6977,"3,500 to 10,000"
1940,Georgia,130,Dooly,930,DOOLY,9331,"3,500 to 10,000"
1940,Georgia,130,Dougherty,950,DOUGHERTY,15537,"10,000 to 25,000"
1940,Georgia,130,Douglas,970,DOUGLAS,2173,"1,500 to 3,500"
1940,Georgia,130,Early,990,EARLY,9614,"3,500 to 10,000"
1940,Georgia,130,Echols,1010,ECHOLS,1065,"500 to 1,500"
1940,Georgia,130,Effingham,1030,EFFINGHAM,4002,"3,500 to 10,000"
1940,Georgia,130,Elbert,1050,ELBERT,7731,"3,500 to 10,000"
1940,Georgia,130,Emanuel,1070,EMANUEL,8311,"3,500 to 10,000"
1940,Georgia,130,Evans,1090,EVANS,2493,"1,500 to 3,500"
1940,Georgia,130,Fannin,1110,FANNIN,77,Under 500
1940,Georgia,130,Fayette,1130,FAYETTE,2667,"1,500 to 3,500"
1940,Georgia,130,Floyd,1150,FLOYD,8641,"3,500 to 10,000"
1940,Georgia,130,Forsyth,1170,FORSYTH,41,Under 500
1940,Georgia,130,Franklin,1190,FRANKLIN,2270,"1,500 to 3,500"
1940,Georgia,130,Fulton,1210,FULTON,123143,"100,000 to 400,000"
1940,Georgia,130,Gilmer,1230,GILMER,49,Under 500
1940,Georgia,130,Glascock,1250,GLASCOCK,1221,"500 to 1,500"
1940,Georgia,130,Glynn,1270,GLYNN,8564,"3,500 to 10,000"
1940,Georgia,130,Gordon,1290,GORDON,1203,"500 to 1,500"
1940,Georgia,130,Grady,1310,GRADY,6724,"3,500 to 10,000"
1940,Georgia,130,Greene,1330,GREENE,7155,"3,500 to 10,000"
1940,Georgia,130,Gwinnett,1350,GWINNETT,3336,"1,500 to 3,500"
1940,Georgia,130,Habersham,1370,HABERSHAM,667,"500 to 1,500"
1940,Georgia,130,Hall,1390,HALL,3339,"1,500 to 3,500"
1940,Georgia,130,Hancock,1410,HANCOCK,9183,"3,500 to 10,000"
1940,Georgia,130,Haralson,1430,HARALSON,1524,"1,500 to 3,500"
1940,Georgia,130,Harris,1450,HARRIS,6802,"3,500 to 10,000"
1940,Georgia,130,Hart,1470,HART,3961,"3,500 to 10,000"
1940,Georgia,130,Heard,1490,HEARD,2587,"1,500 to 3,500"
1940,Georgia,130,Henry,1510,HENRY,7164,"3,500 to 10,000"
1940,Georgia,130,Houston,1530,HOUSTON,7319,"3,500 to 10,000"
1940,Georgia,130,Irwin,1550,IRWIN,4758,"3,500 to 10,000"
1940,Georgia,130,Jackson,1570,JACKSON,3541,"3,500 to 10,000"
1940,Georgia,130,Jasper,1590,JASPER,4995,"3,500 to 10,000"
1940,Georgia,130,Jeff Davis,1610,JEFF DAVIS,1610,"1,500 to 3,500"
1940,Georgia,130,Jefferson,1630,JEFFERSON,11457,"10,000 to 25,000"
1940,Georgia,130,Jenkins,1650,JENKINS,6537,"3,500 to 10,000"
1940,Georgia,130,Johnson,1670,JOHNSON,4924,"3,500 to 10,000"
1940,Georgia,130,Jones,1690,JONES,5081,"3,500 to 10,000"
1940,Georgia,130,Lamar,1710,LAMAR,4423,"3,500 to 10,000"
1940,Georgia,130,Lanier,1730,LANIER,1615,"1,500 to 3,500"
1940,Georgia,130,Laurens,1750,LAURENS,13745,"10,000 to 25,000"
1940,Georgia,130,Lee,1770,LEE,5942,"3,500 to 10,000"
1940,Georgia,130,Liberty,1790,LIBERTY,5518,"3,500 to 10,000"
1940,Georgia,130,Lincoln,1810,LINCOLN,3619,"3,500 to 10,000"
1940,Georgia,130,Long,1830,LONG,1461,"500 to 1,500"
1940,Georgia,130,Lowndes,1850,LOWNDES,14674,"10,000 to 25,000"
1940,Georgia,130,Lumpkin,1870,LUMPKIN,220,Under 500
1940,Georgia,130,McDuffie,1890,MCDUFFIE,5313,"3,500 to 10,000"
1940,Georgia,130,McIntosh,1910,MCINTOSH,3157,"1,500 to 3,500"
1940,Georgia,130,Macon,1930,MACON,10894,"10,000 to 25,000"
1940,Georgia,130,Madison,1950,MADISON,2605,"1,500 to 3,500"
1940,Georgia,130,Marion,1970,MARION,3825,"3,500 to 10,000"
1940,Georgia,130,Meriwether,1990,MERIWETHER,11721,"10,000 to 25,000"
1940,Georgia,130,Miller,2010,MILLER,3245,"1,500 to 3,500"
1940,Georgia,130,Mitchell,2050,MITCHELL,12265,"10,000 to 25,000"
1940,Georgia,130,Monroe,2070,MONROE,6153,"3,500 to 10,000"
1940,Georgia,130,Montgomery,2090,MONTGOMERY,3880,"3,500 to 10,000"
1940,Georgia,130,Morgan,2110,MORGAN,6777,"3,500 to 10,000"
1940,Georgia,130,Murray,2130,MURRAY,381,Under 500
1940,Georgia,130,Muscogee,2150,MUSCOGEE,26016,"25,000 to 100,000"
1940,Georgia,130,Newton,2170,NEWTON,6422,"3,500 to 10,000"
1940,Georgia,130,Oconee,2190,OCONEE,2259,"1,500 to 3,500"
1940,Georgia,130,Oglethorpe,2210,OGLETHORPE,5496,"3,500 to 10,000"
1940,Georgia,130,Paulding,2230,PAULDING,1298,"500 to 1,500"
1940,Georgia,130,Peach,2250,PEACH,6366,"3,500 to 10,000"
1940,Georgia,130,Pickens,2270,PICKENS,480,Under 500
1940,Georgia,130,Pierce,2290,PIERCE,2454,"1,500 to 3,500"
1940,Georgia,130,Pike,2310,PIKE,5065,"3,500 to 10,000"
1940,Georgia,130,Polk,2330,POLK,4769,"3,500 to 10,000"
1940,Georgia,130,Pulaski,2350,PULASKI,5359,"3,500 to 10,000"
1940,Georgia,130,Putnam,2370,PUTNAM,5097,"3,500 to 10,000"
1940,Georgia,130,Quitman,2390,QUITMAN,2378,"1,500 to 3,500"
1940,Georgia,130,Rabun,2410,RABUN,135,Under 500
1940,Georgia,130,Randolph,2430,RANDOLPH,11404,"10,000 to 25,000"
1940,Georgia,130,Richmond,2450,RICHMOND,33369,"25,000 to 100,000"
1940,Georgia,130,Rockdale,2470,ROCKDALE,2448,"1,500 to 3,500"
1940,Georgia,130,Schley,2490,SCHLEY,3034,"1,500 to 3,500"
1940,Georgia,130,Screven,2510,SCREVEN,11607,"10,000 to 25,000"
1940,Georgia,130,Seminole,2530,SEMINOLE,3457,"1,500 to 3,500"
1940,Georgia,130,Spalding,2550,SPALDING,8942,"3,500 to 10,000"
1940,Georgia,130,Stephens,2570,STEPHENS,1856,"1,500 to 3,500"
1940,Georgia,130,Stewart,2590,STEWART,7721,"3,500 to 10,000"
1940,Georgia,130,Sumter,2610,SUMTER,14998,"10,000 to 25,000"
1940,Georgia,130,Talbot,2630,TALBOT,5681,"3,500 to 10,000"
1940,Georgia,130,Taliaferro,2650,TALIAFERRO,4281,"3,500 to 10,000"
1940,Georgia,130,Tattnall,2670,TATTNALL,4167,"3,500 to 10,000"
1940,Georgia,130,Taylor,2690,TAYLOR,5182,"3,500 to 10,000"
1940,Georgia,130,Telfair,2710,TELFAIR,4787,"3,500 to 10,000"
1940,Georgia,130,Terrell,2730,TERRELL,11961,"10,000 to 25,000"
1940,Georgia,130,Thomas,2750,THOMAS,13980,"10,000 to 25,000"
1940,Georgia,130,Tift,2770,TIFT,5493,"3,500 to 10,000"
1940,Georgia,130,Toombs,2790,TOOMBS,4518,"3,500 to 10,000"
1940,Georgia,130,Towns,2810,TOWNS,0,Under 500
1940,Georgia,130,Treutlen,2830,TREUTLEN,2299,"1,500 to 3,500"
1940,Georgia,130,Troup,2850,TROUP,16352,"10,000 to 25,000"
1940,Georgia,130,Turner,2870,TURNER,3810,"3,500 to 10,000"
1940,Georgia,130,Twiggs,2890,TWIGGS,5864,"3,500 to 10,000"
1940,Georgia,130,Union,2910,UNION,11,Under 500
1940,Georgia,130,Upson,2930,UPSON,7687,"3,500 to 10,000"
1940,Georgia,130,Walker,2950,WALKER,2235,"1,500 to 3,500"
1940,Georgia,130,Walton,2970,WALTON,6609,"3,500 to 10,000"
1940,Georgia,130,Ware,2990,WARE,7540,"3,500 to 10,000"
1940,Georgia,130,Warren,3010,WARREN,6665,"3,500 to 10,000"
1940,Georgia,130,Washington,3030,WASHINGTON,13873,"10,000 to 25,000"
1940,Georgia,130,Wayne,3050,WAYNE,2794,"1,500 to 3,500"
1940,Georgia,130,Webster,3070,WEBSTER,2892,"1,500 to 3,500"
1940,Georgia,130,Wheeler,3090,WHEELER,2680,"1,500 to 3,500"
1940,Georgia,130,White,3110,WHITE,367,Under 500
1940,Georgia,130,Whitfield,3130,WHITFIELD,1465,"500 to 1,500"
1940,Georgia,130,Wilcox,3150,WILCOX,4876,"3,500 to 10,000"
1940,Georgia,130,Wilkes,3170,WILKES,9043,"3,500 to 10,000"
1940,Georgia,130,Wilkinson,3190,WILKINSON,5407,"3,500 to 10,000"
1940,Georgia,130,Worth,3210,WORTH,9977,"3,500 to 10,000"
1950,Georgia,130,Appling,10,Appling,2609,"1,500 to 3,500"
1950,Georgia,130,Atkinson,30,Atkinson,1646,"1,500 to 3,500"
1950,Georgia,130,Bacon,50,Bacon,1060,"500 to 1,500"
1950,Georgia,130,Baker,70,Baker,3633,"3,500 to 10,000"
1950,Georgia,130,Baldwin,90,Baldwin,11861,"10,000 to 25,000"
1950,Georgia,130,Banks,110,Banks,403,Under 500
1950,Georgia,130,Barrow,130,Barrow,2351,"1,500 to 3,500"
1950,Georgia,130,Bartow,150,Bartow,4016,"3,500 to 10,000"
1950,Georgia,130,Ben Hill,170,Ben Hill,4767,"3,500 to 10,000"
1950,Georgia,130,Berrien,190,Berrien,1947,"1,500 to 3,500"
1950,Georgia,130,Bibb,210,Bibb,40862,"25,000 to 100,000"
1950,Georgia,130,Bleckley,230,Bleckley,2870,"1,500 to 3,500"
1950,Georgia,130,Brantley,250,Brantley,784,"500 to 1,500"
1950,Georgia,130,Brooks,270,Brooks,8895,"3,500 to 10,000"
1950,Georgia,130,Bryan,290,Bryan,2363,"1,500 to 3,500"
1950,Georgia,130,Bulloch,310,Bulloch,9125,"3,500 to 10,000"
1950,Georgia,130,Burke,330,Burke,16734,"10,000 to 25,000"
1950,Georgia,130,Butts,350,Butts,4138,"3,500 to 10,000"
1950,Georgia,130,Calhoun,370,Calhoun,5793,"3,500 to 10,000"
1950,Georgia,130,Camden,390,Camden,3709,"3,500 to 10,000"
1950,Georgia,130,Candler,430,Candler,2786,"1,500 to 3,500"
1950,Georgia,130,Carroll,450,Carroll,6650,"3,500 to 10,000"
1950,Georgia,130,Catoosa,470,Catoosa,319,Under 500
1950,Georgia,130,Charlton,490,Charlton,1384,"500 to 1,500"
1950,Georgia,130,Chatham,510,Chatham,58547,"25,000 to 100,000"
1950,Georgia,130,Chattahoochee,530,Chattahoochee,1896,"1,500 to 3,500"
1950,Georgia,130,Chattooga,550,Chattooga,1963,"1,500 to 3,500"
1950,Georgia,130,Cherokee,570,Cherokee,823,"500 to 1,500"
1950,Georgia,130,Clarke,590,Clarke,9936,"3,500 to 10,000"
1950,Georgia,130,Clay,610,Clay,4071,"3,500 to 10,000"
1950,Georgia,130,Clayton,630,Clayton,3793,"3,500 to 10,000"
1950,Georgia,130,Clinch,650,Clinch,2104,"1,500 to 3,500"
1950,Georgia,130,Cobb,670,Cobb,6224,"3,500 to 10,000"
1950,Georgia,130,Coffee,690,Coffee,5788,"3,500 to 10,000"
1950,Georgia,130,Colquitt,710,Colquitt,8014,"3,500 to 10,000"
1950,Georgia,130,Columbia,730,Columbia,4558,"3,500 to 10,000"
1950,Georgia,130,Cook,750,Cook,3379,"1,500 to 3,500"
1950,Georgia,130,Coweta,770,Coweta,10453,"10,000 to 25,000"
1950,Georgia,130,Crawford,790,Crawford,3509,"3,500 to 10,000"
1950,Georgia,130,Crisp,810,Crisp,7758,"3,500 to 10,000"
1950,Georgia,130,Dade,830,Dade,155,Under 500
1950,Georgia,130,Dawson,850,Dawson,0,Under 500
1950,Georgia,130,Decatur,870,Decatur,10964,"10,000 to 25,000"
1950,Georgia,130,DeKalb,890,De Kalb,14410,"10,000 to 25,000"
1950,Georgia,130,Dodge,910,Dodge,5408,"3,500 to 10,000"
1950,Georgia,130,Dooly,930,Dooly,7510,"3,500 to 10,000"
1950,Georgia,130,Dougherty,950,Dougherty,18700,"10,000 to 25,000"
1950,Georgia,130,Douglas,970,Douglas,1985,"1,500 to 3,500"
1950,Georgia,130,Early,990,Early,9219,"3,500 to 10,000"
1950,Georgia,130,Echols,1010,Echols,725,"500 to 1,500"
1950,Georgia,130,Effingham,1030,Effingham,3464,"1,500 to 3,500"
1950,Georgia,130,Elbert,1050,Elbert,6227,"3,500 to 10,000"
1950,Georgia,130,Emanuel,1070,Emanuel,6940,"3,500 to 10,000"
1950,Georgia,130,Evans,1090,Evans,2470,"1,500 to 3,500"
1950,Georgia,130,Fannin,1110,Fannin,71,Under 500
1950,Georgia,130,Fayette,1130,Fayette,2544,"1,500 to 3,500"
1950,Georgia,130,Floyd,1150,Floyd,9287,"3,500 to 10,000"
1950,Georgia,130,Forsyth,1170,Forsyth,50,Under 500
1950,Georgia,130,Franklin,1190,Franklin,1809,"1,500 to 3,500"
1950,Georgia,130,Fulton,1210,Fulton,145182,"100,000 to 400,000"
1950,Georgia,130,Gilmer,1230,Gilmer,22,Under 500
1950,Georgia,130,Glascock,1250,Glascock,959,"500 to 1,500"
1950,Georgia,130,Glynn,1270,Glynn,9288,"3,500 to 10,000"
1950,Georgia,130,Gordon,1290,Gordon,1089,"500 to 1,500"
1950,Georgia,130,Grady,1310,Grady,6418,"3,500 to 10,000"
1950,Georgia,130,Greene,1330,Greene,6549,"3,500 to 10,000"
1950,Georgia,130,Gwinnett,1350,Gwinnett,3052,"1,500 to 3,500"
1950,Georgia,130,Habersham,1370,Habersham,617,"500 to 1,500"
1950,Georgia,130,Hall,1390,Hall,3919,"3,500 to 10,000"
1950,Georgia,130,Hancock,1410,Hancock,8047,"3,500 to 10,000"
1950,Georgia,130,Haralson,1430,Haralson,1263,"500 to 1,500"
1950,Georgia,130,Harris,1450,Harris,6374,"3,500 to 10,000"
1950,Georgia,130,Hart,1470,Hart,3568,"3,500 to 10,000"
1950,Georgia,130,Heard,1490,Heard,1845,"1,500 to 3,500"
1950,Georgia,130,Henry,1510,Henry,7074,"3,500 to 10,000"
1950,Georgia,130,Houston,1530,Houston,7388,"3,500 to 10,000"
1950,Georgia,130,Irwin,1550,Irwin,4328,"3,500 to 10,000"
1950,Georgia,130,Jackson,1570,Jackson,2943,"1,500 to 3,500"
1950,Georgia,130,Jasper,1590,Jasper,4223,"3,500 to 10,000"
1950,Georgia,130,Jeff Davis,1610,Jeff Davis,1939,"1,500 to 3,500"
1950,Georgia,130,Jefferson,1630,Jefferson,10845,"10,000 to 25,000"
1950,Georgia,130,Jenkins,1650,Jenkins,5505,"3,500 to 10,000"
1950,Georgia,130,Johnson,1670,Johnson,3323,"1,500 to 3,500"
1950,Georgia,130,Jones,1690,Jones,4146,"3,500 to 10,000"
1950,Georgia,130,Lamar,1710,Lamar,4171,"3,500 to 10,000"
1950,Georgia,130,Lanier,1730,Lanier,1616,"1,500 to 3,500"
1950,Georgia,130,Laurens,1750,Laurens,13307,"10,000 to 25,000"
1950,Georgia,130,Lee,1770,Lee,4757,"3,500 to 10,000"
1950,Georgia,130,Liberty,1790,Liberty,5167,"3,500 to 10,000"
1950,Georgia,130,Lincoln,1810,Lincoln,3157,"1,500 to 3,500"
1950,Georgia,130,Long,1830,Long,1248,"500 to 1,500"
1950,Georgia,130,Lowndes,1850,Lowndes,14356,"10,000 to 25,000"
1950,Georgia,130,Lumpkin,1870,Lumpkin,138,Under 500
1950,Georgia,130,McDuffie,1890,Mcduffie,5184,"3,500 to 10,000"
1950,Georgia,130,McIntosh,1910,Mcintosh,3672,"3,500 to 10,000"
1950,Georgia,130,Macon,1930,Macon,9398,"3,500 to 10,000"
1950,Georgia,130,Madison,1950,Madison,2334,"1,500 to 3,500"
1950,Georgia,130,Marion,1970,Marion,3859,"3,500 to 10,000"
1950,Georgia,130,Meriwether,1990,Meriwether,10723,"10,000 to 25,000"
1950,Georgia,130,Miller,2010,Miller,2686,"1,500 to 3,500"
1950,Georgia,130,Mitchell,2050,Mitchell,11330,"10,000 to 25,000"
1950,Georgia,130,Monroe,2070,Monroe,5351,"3,500 to 10,000"
1950,Georgia,130,Montgomery,2090,Montgomery,3200,"1,500 to 3,500"
1950,Georgia,130,Morgan,2110,Morgan,6190,"3,500 to 10,000"
1950,Georgia,130,Murray,2130,Murray,175,Under 500
1950,Georgia,130,Muscogee,2150,Muscogee,30786,"25,000 to 100,000"
1950,Georgia,130,Newton,2170,Newton,6688,"3,500 to 10,000"
1950,Georgia,130,Oconee,2190,Oconee,1823,"1,500 to 3,500"
1950,Georgia,130,Oglethorpe,2210,Oglethorpe,4316,"3,500 to 10,000"
1950,Georgia,130,Paulding,2230,Paulding,1249,"500 to 1,500"
1950,Georgia,130,Peach,2250,Peach,7174,"3,500 to 10,000"
1950,Georgia,130,Pickens,2270,Pickens,403,Under 500
1950,Georgia,130,Pierce,2290,Pierce,2404,"1,500 to 3,500"
1950,Georgia,130,Pike,2310,Pike,3879,"3,500 to 10,000"
1950,Georgia,130,Polk,2330,Polk,4968,"3,500 to 10,000"
1950,Georgia,130,Pulaski,2350,Pulaski,4372,"3,500 to 10,000"
1950,Georgia,130,Putnam,2370,Putnam,4294,"3,500 to 10,000"
1950,Georgia,130,Quitman,2390,Quitman,1998,"1,500 to 3,500"
1950,Georgia,130,Rabun,2410,Rabun,93,Under 500
1950,Georgia,130,Randolph,2430,Randolph,9044,"3,500 to 10,000"
1950,Georgia,130,Richmond,2450,Richmond,36793,"25,000 to 100,000"
1950,Georgia,130,Rockdale,2470,Rockdale,2480,"1,500 to 3,500"
1950,Georgia,130,Schley,2490,Schley,2395,"1,500 to 3,500"
1950,Georgia,130,Screven,2510,Screven,10151,"10,000 to 25,000"
1950,Georgia,130,Seminole,2530,Seminole,3035,"1,500 to 3,500"
1950,Georgia,130,Spalding,2550,Spalding,8548,"3,500 to 10,000"
1950,Georgia,130,Stephens,2570,Stephens,2166,"1,500 to 3,500"
1950,Georgia,130,Stewart,2590,Stewart,6665,"3,500 to 10,000"
1950,Georgia,130,Sumter,2610,Sumter,13304,"10,000 to 25,000"
1950,Georgia,130,Talbot,2630,Talbot,5356,"3,500 to 10,000"
1950,Georgia,130,Taliaferro,2650,Taliaferro,2971,"1,500 to 3,500"
1950,Georgia,130,Tattnall,2670,Tattnall,4098,"3,500 to 10,000"
1950,Georgia,130,Taylor,2690,Taylor,4359,"3,500 to 10,000"
1950,Georgia,130,Telfair,2710,Telfair,4281,"3,500 to 10,000"
1950,Georgia,130,Terrell,2730,Terrell,9612,"3,500 to 10,000"
1950,Georgia,130,Thomas,2750,Thomas,13886,"10,000 to 25,000"
1950,Georgia,130,Tift,2770,Tift,6408,"3,500 to 10,000"
1950,Georgia,130,Toombs,2790,Toombs,4782,"3,500 to 10,000"
1950,Georgia,130,Towns,2810,Towns,7,Under 500
1950,Georgia,130,Treutlen,2830,Treutlen,1940,"1,500 to 3,500"
1950,Georgia,130,Troup,2850,Troup,16104,"10,000 to 25,000"
1950,Georgia,130,Turner,2870,Turner,3881,"3,500 to 10,000"
1950,Georgia,130,Twiggs,2890,Twiggs,5144,"3,500 to 10,000"
1950,Georgia,130,Union,2910,Union,1,Under 500
1950,Georgia,130,Upson,2930,Upson,6631,"3,500 to 10,000"
1950,Georgia,130,Walker,2950,Walker,2324,"1,500 to 3,500"
1950,Georgia,130,Walton,2970,Walton,6293,"3,500 to 10,000"
1950,Georgia,130,Ware,2990,Ware,8038,"3,500 to 10,000"
1950,Georgia,130,Warren,3010,Warren,5608,"3,500 to 10,000"
1950,Georgia,130,Washington,3030,Washington,11912,"10,000 to 25,000"
1950,Georgia,130,Wayne,3050,Wayne,2808,"1,500 to 3,500"
1950,Georgia,130,Webster,3070,Webster,2608,"1,500 to 3,500"
1950,Georgia,130,Wheeler,3090,Wheeler,2182,"1,500 to 3,500"
1950,Georgia,130,White,3110,White,348,Under 500
1950,Georgia,130,Whitfield,3130,Whitfield,1426,"500 to 1,500"
1950,Georgia,130,Wilcox,3150,Wilcox,3527,"3,500 to 10,000"
1950,Georgia,130,Wilkes,3170,Wilkes,6905,"3,500 to 10,000"
1950,Georgia,130,Wilkinson,3190,Wilkinson,4742,"3,500 to 10,000"
1950,Georgia,130,Worth,3210,Worth,9407,"3,500 to 10,000"
1960,Georgia,130,Appling,10,Appling,3048,"1,500 to 3,500"
1960,Georgia,130,Atkinson,30,Atkinson,1777,"1,500 to 3,500"
1960,Georgia,130,Bacon,50,Bacon,1087,"500 to 1,500"
1960,Georgia,130,Baker,70,Baker,2676,"1,500 to 3,500"
1960,Georgia,130,Baldwin,90,Baldwin,13496,"10,000 to 25,000"
1960,Georgia,130,Banks,110,Banks,426,Under 500
1960,Georgia,130,Barrow,130,Barrow,2562,"1,500 to 3,500"
1960,Georgia,130,Bartow,150,Bartow,4284,"3,500 to 10,000"
1960,Georgia,130,Ben Hill,170,Ben Hill,4552,"3,500 to 10,000"
1960,Georgia,130,Berrien,190,Berrien,1843,"1,500 to 3,500"
1960,Georgia,130,Bibb,210,Bibb,47173,"25,000 to 100,000"
1960,Georgia,130,Bleckley,230,Bleckley,2751,"1,500 to 3,500"
1960,Georgia,130,Brantley,250,Brantley,773,"500 to 1,500"
1960,Georgia,130,Brooks,270,Brooks,7459,"3,500 to 10,000"
1960,Georgia,130,Bryan,290,Bryan,2299,"1,500 to 3,500"
1960,Georgia,130,Bulloch,310,Bulloch,8955,"3,500 to 10,000"
1960,Georgia,130,Burke,330,Burke,13685,"10,000 to 25,000"
1960,Georgia,130,Butts,350,Butts,4183,"3,500 to 10,000"
1960,Georgia,130,Calhoun,370,Calhoun,4779,"3,500 to 10,000"
1960,Georgia,130,Camden,390,Camden,4024,"3,500 to 10,000"
1960,Georgia,130,Candler,430,Candler,2371,"1,500 to 3,500"
1960,Georgia,130,Carroll,450,Carroll,6994,"3,500 to 10,000"
1960,Georgia,130,Catoosa,470,Catoosa,312,Under 500
1960,Georgia,130,Charlton,490,Charlton,1702,"1,500 to 3,500"
1960,Georgia,130,Chatham,510,Chatham,64183,"25,000 to 100,000"
1960,Georgia,130,Chattahoochee,530,Chattahoochee,2417,"1,500 to 3,500"
1960,Georgia,130,Chattooga,550,Chattooga,1852,"1,500 to 3,500"
1960,Georgia,130,Cherokee,570,Cherokee,911,"500 to 1,500"
1960,Georgia,130,Clarke,590,Clarke,11615,"10,000 to 25,000"
1960,Georgia,130,Clay,610,Clay,2837,"1,500 to 3,500"
1960,Georgia,130,Clayton,630,Clayton,4770,"3,500 to 10,000"
1960,Georgia,130,Clinch,650,Clinch,2486,"1,500 to 3,500"
1960,Georgia,130,Cobb,670,Cobb,8078,"3,500 to 10,000"
1960,Georgia,130,Coffee,690,Coffee,5988,"3,500 to 10,000"
1960,Georgia,130,Colquitt,710,Colquitt,8223,"3,500 to 10,000"
1960,Georgia,130,Columbia,730,Columbia,4786,"3,500 to 10,000"
1960,Georgia,130,Cook,750,Cook,3486,"1,500 to 3,500"
1960,Georgia,130,Coweta,770,Coweta,10470,"10,000 to 25,000"
1960,Georgia,130,Crawford,790,Crawford,3364,"1,500 to 3,500"
1960,Georgia,130,Crisp,810,Crisp,7621,"3,500 to 10,000"
1960,Georgia,130,Dade,830,Dade,135,Under 500
1960,Georgia,130,Dawson,850,Dawson,1,Under 500
1960,Georgia,130,Decatur,870,Decatur,10493,"10,000 to 25,000"
1960,Georgia,130,DeKalb,890,De Kalb,22412,"10,000 to 25,000"
1960,Georgia,130,Dodge,910,Dodge,4585,"3,500 to 10,000"
1960,Georgia,130,Dooly,930,Dooly,6027,"3,500 to 10,000"
1960,Georgia,130,Dougherty,950,Dougherty,25998,"25,000 to 100,000"
1960,Georgia,130,Douglas,970,Douglas,2489,"1,500 to 3,500"
1960,Georgia,130,Early,990,Early,6822,"3,500 to 10,000"
1960,Georgia,130,Echols,1010,Echols,525,"500 to 1,500"
1960,Georgia,130,Effingham,1030,Effingham,3501,"3,500 to 10,000"
1960,Georgia,130,Elbert,1050,Elbert,6109,"3,500 to 10,000"
1960,Georgia,130,Emanuel,1070,Emanuel,5904,"3,500 to 10,000"
1960,Georgia,130,Evans,1090,Evans,2583,"1,500 to 3,500"
1960,Georgia,130,Fannin,1110,Fannin,45,Under 500
1960,Georgia,130,Fayette,1130,Fayette,2431,"1,500 to 3,500"
1960,Georgia,130,Floyd,1150,Floyd,9938,"3,500 to 10,000"
