Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop,Population
1880,Georgia,130,Terrell,2730,Terrell,6183,"3,500 to 10,000"
1880,Georgia,130,Thomas,2750,Thomas,12213,"10,000 to 25,000"
1880,Georgia,130,Towns,2810,Towns,104,Under 500
1880,Georgia,130,Troup,2850,Troup,13970,"10,000 to 25,000"
1880,Georgia,130,Twiggs,2890,Twiggs,6074,"3,500 to 10,000"
1880,Georgia,130,Union,2910,Union,110,Under 500
1880,Georgia,130,Upson,2930,Upson,6267,"3,500 to 10,000"
1880,Georgia,130,Walker,2950,Walker,1563,"1,500 to 3,500"
1880,Georgia,130,Walton,2970,Walton,6301,"3,500 to 10,000"
1880,Georgia,130,Ware,2990,Ware,1144,"500 to 1,500"
1880,Georgia,130,Warren,3010,Warren,6846,"3,500 to 10,000"
1880,Georgia,130,Washington,3030,Washington,12515,"10,000 to 25,000"
1880,Georgia,130,Wayne,3050,Wayne,1920,"1,500 to 3,500"
1880,Georgia,130,Webster,3070,Webster,2570,"1,500 to 3,500"
1880,Georgia,130,White,3110,White,590,"500 to 1,500"
1880,Georgia,130,Whitfield,3130,Whitfield,2210,"1,500 to 3,500"
1880,Georgia,130,Wilcox,3150,Wilcox,698,"500 to 1,500"
1880,Georgia,130,Wilkes,3170,Wilkes,10812,"10,000 to 25,000"
1880,Georgia,130,Wilkinson,3190,Wilkinson,5511,"3,500 to 10,000"
1880,Georgia,130,Worth,3210,Worth,1824,"1,500 to 3,500"
1890,Georgia,130,Appling,10,Appling,2462,"1,500 to 3,500"
1890,Georgia,130,Baker,70,Baker,4549,"3,500 to 10,000"
1890,Georgia,130,Baldwin,90,Baldwin,9343,"3,500 to 10,000"
1890,Georgia,130,Banks,110,Banks,1563,"1,500 to 3,500"
1890,Georgia,130,Bartow,150,Bartow,6041,"3,500 to 10,000"
1890,Georgia,130,Berrien,190,Berrien,2417,"1,500 to 3,500"
1890,Georgia,130,Bibb,210,Bibb,23336,"10,000 to 25,000"
1890,Georgia,130,Brooks,270,Brooks,7637,"3,500 to 10,000"
1890,Georgia,130,Bryan,290,Bryan,2687,"1,500 to 3,500"
1890,Georgia,130,Bulloch,310,Bulloch,4689,"3,500 to 10,000"
1890,Georgia,130,Burke,330,Burke,22680,"10,000 to 25,000"
1890,Georgia,130,Butts,350,Butts,5398,"3,500 to 10,000"
1890,Georgia,130,Calhoun,370,Calhoun,6199,"3,500 to 10,000"
1890,Georgia,130,Camden,390,Camden,4137,"3,500 to 10,000"
1890,Georgia,130,Campbell,395,Campbell,3493,"1,500 to 3,500"
1890,Georgia,130,Carroll,450,Carroll,3851,"3,500 to 10,000"
1890,Georgia,130,Catoosa,470,Catoosa,636,"500 to 1,500"
1890,Georgia,130,Charlton,490,Charlton,870,"500 to 1,500"
1890,Georgia,130,Chatham,510,Chatham,34757,"25,000 to 100,000"
1890,Georgia,130,Chattahoochee,530,Chattahoochee,3065,"1,500 to 3,500"
1890,Georgia,130,Chattooga,550,Chattooga,1998,"1,500 to 3,500"
1890,Georgia,130,Cherokee,570,Cherokee,1508,"1,500 to 3,500"
1890,Georgia,130,Clarke,590,Clarke,8111,"3,500 to 10,000"
1890,Georgia,130,Clay,610,Clay,4815,"3,500 to 10,000"
1890,Georgia,130,Clayton,630,Clayton,3075,"1,500 to 3,500"
1890,Georgia,130,Clinch,650,Clinch,2360,"1,500 to 3,500"
1890,Georgia,130,Cobb,670,Cobb,6774,"3,500 to 10,000"
1890,Georgia,130,Coffee,690,Coffee,3858,"3,500 to 10,000"
1890,Georgia,130,Colquitt,710,Colquitt,477,Under 500
1890,Georgia,130,Columbia,730,Columbia,8038,"3,500 to 10,000"
1890,Georgia,130,Coweta,770,Coweta,12612,"10,000 to 25,000"
1890,Georgia,130,Crawford,790,Crawford,5156,"3,500 to 10,000"
1890,Georgia,130,Dade,830,Dade,1093,"500 to 1,500"
1890,Georgia,130,Dawson,850,Dawson,259,Under 500
1890,Georgia,130,Decatur,870,Decatur,10811,"10,000 to 25,000"
1890,Georgia,130,DeKalb,890,De Kalb,5974,"3,500 to 10,000"
1890,Georgia,130,Dodge,910,Dodge,5309,"3,500 to 10,000"
1890,Georgia,130,Dooly,930,Dooly,8914,"3,500 to 10,000"
1890,Georgia,130,Dougherty,950,Dougherty,10231,"10,000 to 25,000"
1890,Georgia,130,Douglas,970,Douglas,1801,"1,500 to 3,500"
1890,Georgia,130,Early,990,Early,6122,"3,500 to 10,000"
1890,Georgia,130,Echols,1010,Echols,1020,"500 to 1,500"
1890,Georgia,130,Effingham,1030,Effingham,2210,"1,500 to 3,500"
1890,Georgia,130,Elbert,1050,Elbert,7884,"3,500 to 10,000"
1890,Georgia,130,Emanuel,1070,Emanuel,5306,"3,500 to 10,000"
1890,Georgia,130,Fannin,1110,Fannin,112,Under 500
1890,Georgia,130,Fayette,1130,Fayette,3074,"1,500 to 3,500"
1890,Georgia,130,Floyd,1150,Floyd,10414,"10,000 to 25,000"
1890,Georgia,130,Forsyth,1170,Forsyth,1288,"500 to 1,500"
1890,Georgia,130,Franklin,1190,Franklin,3298,"1,500 to 3,500"
1890,Georgia,130,Fulton,1210,Fulton,35397,"25,000 to 100,000"
1890,Georgia,130,Gilmer,1230,Gilmer,69,Under 500
1890,Georgia,130,Glascock,1250,Glascock,1168,"500 to 1,500"
1890,Georgia,130,Glynn,1270,Glynn,7741,"3,500 to 10,000"
1890,Georgia,130,Gordon,1290,Gordon,1727,"1,500 to 3,500"
1890,Georgia,130,Greene,1330,Greene,11719,"10,000 to 25,000"
1890,Georgia,130,Gwinnett,1350,Gwinnett,2996,"1,500 to 3,500"
1890,Georgia,130,Habersham,1370,Habersham,1589,"1,500 to 3,500"
1890,Georgia,130,Hall,1390,Hall,2767,"1,500 to 3,500"
1890,Georgia,130,Hancock,1410,Hancock,12410,"10,000 to 25,000"
1890,Georgia,130,Haralson,1430,Haralson,1117,"500 to 1,500"
1890,Georgia,130,Harris,1450,Harris,10797,"10,000 to 25,000"
1890,Georgia,130,Hart,1470,Hart,2957,"1,500 to 3,500"
1890,Georgia,130,Heard,1490,Heard,3342,"1,500 to 3,500"
1890,Georgia,130,Henry,1510,Henry,7591,"3,500 to 10,000"
1890,Georgia,130,Houston,1530,Houston,16341,"10,000 to 25,000"
1890,Georgia,130,Irwin,1550,Irwin,2075,"1,500 to 3,500"
1890,Georgia,130,Jackson,1570,Jackson,5396,"3,500 to 10,000"
1890,Georgia,130,Jasper,1590,Jasper,8487,"3,500 to 10,000"
1890,Georgia,130,Jefferson,1630,Jefferson,10763,"10,000 to 25,000"
1890,Georgia,130,Johnson,1670,Johnson,1456,"500 to 1,500"
1890,Georgia,130,Jones,1690,Jones,8778,"3,500 to 10,000"
1890,Georgia,130,Laurens,1750,Laurens,6093,"3,500 to 10,000"
1890,Georgia,130,Lee,1770,Lee,7642,"3,500 to 10,000"
1890,Georgia,130,Liberty,1790,Liberty,8673,"3,500 to 10,000"
1890,Georgia,130,Lincoln,1810,Lincoln,3673,"3,500 to 10,000"
1890,Georgia,130,Lowndes,1850,Lowndes,7974,"3,500 to 10,000"
1890,Georgia,130,Lumpkin,1870,Lumpkin,414,Under 500
1890,Georgia,130,McDuffie,1890,Mcduffie,5522,"3,500 to 10,000"
1890,Georgia,130,McIntosh,1910,Mcintosh,5212,"3,500 to 10,000"
1890,Georgia,130,Macon,1930,Macon,9181,"3,500 to 10,000"
1890,Georgia,130,Madison,1950,Madison,3662,"3,500 to 10,000"
1890,Georgia,130,Marion,1970,Marion,4261,"3,500 to 10,000"
1890,Georgia,130,Meriwether,1990,Meriwether,11538,"10,000 to 25,000"
1890,Georgia,130,Miller,2010,Miller,1574,"1,500 to 3,500"
1890,Georgia,130,Milton,2015,Milton,672,"500 to 1,500"
1890,Georgia,130,Mitchell,2050,Mitchell,6106,"3,500 to 10,000"
1890,Georgia,130,Monroe,2070,Monroe,12516,"10,000 to 25,000"
1890,Georgia,130,Montgomery,2090,Montgomery,3658,"3,500 to 10,000"
1890,Georgia,130,Morgan,2110,Morgan,10997,"10,000 to 25,000"
1890,Georgia,130,Murray,2130,Murray,484,Under 500
1890,Georgia,130,Muscogee,2150,Muscogee,15362,"10,000 to 25,000"
1890,Georgia,130,Newton,2170,Newton,7164,"3,500 to 10,000"
1890,Georgia,130,Oconee,2190,Oconee,3832,"3,500 to 10,000"
1890,Georgia,130,Oglethorpe,2210,Oglethorpe,11264,"10,000 to 25,000"
1890,Georgia,130,Paulding,2230,Paulding,1505,"1,500 to 3,500"
1890,Georgia,130,Pickens,2270,Pickens,349,Under 500
1890,Georgia,130,Pierce,2290,Pierce,1983,"1,500 to 3,500"
1890,Georgia,130,Pike,2310,Pike,8077,"3,500 to 10,000"
1890,Georgia,130,Polk,2330,Polk,4654,"3,500 to 10,000"
1890,Georgia,130,Pulaski,2350,Pulaski,10001,"10,000 to 25,000"
1890,Georgia,130,Putnam,2370,Putnam,10903,"10,000 to 25,000"
1890,Georgia,130,Quitman,2390,Quitman,3050,"1,500 to 3,500"
1890,Georgia,130,Rabun,2410,Rabun,166,Under 500
1890,Georgia,130,Randolph,2430,Randolph,9473,"3,500 to 10,000"
1890,Georgia,130,Richmond,2450,Richmond,22818,"10,000 to 25,000"
1890,Georgia,130,Rockdale,2470,Rockdale,2686,"1,500 to 3,500"
1890,Georgia,130,Schley,2490,Schley,3205,"1,500 to 3,500"
1890,Georgia,130,Screven,2510,Screven,7507,"3,500 to 10,000"
1890,Georgia,130,Spalding,2550,Spalding,7281,"3,500 to 10,000"
1890,Georgia,130,Stewart,2590,Stewart,11484,"10,000 to 25,000"
1890,Georgia,130,Sumter,2610,Sumter,15098,"10,000 to 25,000"
1890,Georgia,130,Talbot,2630,Talbot,9239,"3,500 to 10,000"
1890,Georgia,130,Taliaferro,2650,Taliaferro,4827,"3,500 to 10,000"
1890,Georgia,130,Tattnall,2670,Tattnall,3115,"1,500 to 3,500"
1890,Georgia,130,Taylor,2690,Taylor,4068,"3,500 to 10,000"
1890,Georgia,130,Telfair,2710,Telfair,2335,"1,500 to 3,500"
1890,Georgia,130,Terrell,2730,Terrell,9169,"3,500 to 10,000"
1890,Georgia,130,Thomas,2750,Thomas,15028,"10,000 to 25,000"
1890,Georgia,130,Towns,2810,Towns,74,Under 500
1890,Georgia,130,Troup,2850,Troup,13661,"10,000 to 25,000"
1890,Georgia,130,Twiggs,2890,Twiggs,5447,"3,500 to 10,000"
1890,Georgia,130,Union,2910,Union,165,Under 500
1890,Georgia,130,Upson,2930,Upson,6123,"3,500 to 10,000"
1890,Georgia,130,Walker,2950,Walker,1932,"1,500 to 3,500"
1890,Georgia,130,Walton,2970,Walton,7155,"3,500 to 10,000"
1890,Georgia,130,Ware,2990,Ware,3619,"3,500 to 10,000"
1890,Georgia,130,Warren,3010,Warren,6756,"3,500 to 10,000"
1890,Georgia,130,Washington,3030,Washington,14925,"10,000 to 25,000"
1890,Georgia,130,Wayne,3050,Wayne,2195,"1,500 to 3,500"
1890,Georgia,130,Webster,3070,Webster,3272,"1,500 to 3,500"
1890,Georgia,130,White,3110,White,662,"500 to 1,500"
1890,Georgia,130,Whitfield,3130,Whitfield,1930,"1,500 to 3,500"
1890,Georgia,130,Wilcox,3150,Wilcox,3155,"1,500 to 3,500"
1890,Georgia,130,Wilkes,3170,Wilkes,12464,"10,000 to 25,000"
1890,Georgia,130,Wilkinson,3190,Wilkinson,5214,"3,500 to 10,000"
1890,Georgia,130,Worth,3210,Worth,4176,"3,500 to 10,000"
1900,Georgia,130,Appling,10,Appling,3513,"3,500 to 10,000"
1900,Georgia,130,Baker,70,Baker,4770,"3,500 to 10,000"
1900,Georgia,130,Baldwin,90,Baldwin,11256,"10,000 to 25,000"
1900,Georgia,130,Banks,110,Banks,2097,"1,500 to 3,500"
1900,Georgia,130,Bartow,150,Bartow,6187,"3,500 to 10,000"
1900,Georgia,130,Berrien,190,Berrien,5937,"3,500 to 10,000"
1900,Georgia,130,Bibb,210,Bibb,27384,"25,000 to 100,000"
1900,Georgia,130,Brooks,270,Brooks,10904,"10,000 to 25,000"
1900,Georgia,130,Bryan,290,Bryan,3153,"1,500 to 3,500"
1900,Georgia,130,Bulloch,310,Bulloch,9164,"3,500 to 10,000"
1900,Georgia,130,Burke,330,Burke,24643,"10,000 to 25,000"
1900,Georgia,130,Butts,350,Butts,6807,"3,500 to 10,000"
1900,Georgia,130,Calhoun,370,Calhoun,6875,"3,500 to 10,000"
1900,Georgia,130,Camden,390,Camden,5246,"3,500 to 10,000"
1900,Georgia,130,Campbell,395,Campbell,3168,"1,500 to 3,500"
1900,Georgia,130,Carroll,450,Carroll,5036,"3,500 to 10,000"
1900,Georgia,130,Catoosa,470,Catoosa,482,Under 500
1900,Georgia,130,Charlton,490,Charlton,743,"500 to 1,500"
1900,Georgia,130,Chatham,510,Chatham,41257,"25,000 to 100,000"
1900,Georgia,130,Chattahoochee,530,Chattahoochee,3938,"3,500 to 10,000"
1900,Georgia,130,Chattooga,550,Chattooga,2238,"1,500 to 3,500"
1900,Georgia,130,Cherokee,570,Cherokee,1285,"500 to 1,500"
1900,Georgia,130,Clarke,590,Clarke,9476,"3,500 to 10,000"
1900,Georgia,130,Clay,610,Clay,5703,"3,500 to 10,000"
1900,Georgia,130,Clayton,630,Clayton,4026,"3,500 to 10,000"
1900,Georgia,130,Clinch,650,Clinch,3590,"3,500 to 10,000"
1900,Georgia,130,Cobb,670,Cobb,7328,"3,500 to 10,000"
1900,Georgia,130,Coffee,690,Coffee,6611,"3,500 to 10,000"
1900,Georgia,130,Colquitt,710,Colquitt,3602,"3,500 to 10,000"
1900,Georgia,130,Columbia,730,Columbia,7753,"3,500 to 10,000"
1900,Georgia,130,Coweta,770,Coweta,14220,"10,000 to 25,000"
1900,Georgia,130,Crawford,790,Crawford,5818,"3,500 to 10,000"
1900,Georgia,130,Dade,830,Dade,438,Under 500
1900,Georgia,130,Dawson,850,Dawson,171,Under 500
1900,Georgia,130,Decatur,870,Decatur,15778,"10,000 to 25,000"
1900,Georgia,130,DeKalb,890,De Kalb,7044,"3,500 to 10,000"
1900,Georgia,130,Dodge,910,Dodge,5705,"3,500 to 10,000"
1900,Georgia,130,Dooly,930,Dooly,14684,"10,000 to 25,000"
1900,Georgia,130,Dougherty,950,Dougherty,11228,"10,000 to 25,000"
1900,Georgia,130,Douglas,970,Douglas,2155,"1,500 to 3,500"
1900,Georgia,130,Early,990,Early,8965,"3,500 to 10,000"
1900,Georgia,130,Echols,1010,Echols,991,"500 to 1,500"
1900,Georgia,130,Effingham,1030,Effingham,3704,"3,500 to 10,000"
1900,Georgia,130,Elbert,1050,Elbert,9792,"3,500 to 10,000"
1900,Georgia,130,Emanuel,1070,Emanuel,8406,"3,500 to 10,000"
1900,Georgia,130,Fannin,1110,Fannin,296,Under 500
1900,Georgia,130,Fayette,1130,Fayette,3561,"3,500 to 10,000"
1900,Georgia,130,Floyd,1150,Floyd,11476,"10,000 to 25,000"
1900,Georgia,130,Forsyth,1170,Forsyth,1083,"500 to 1,500"
1900,Georgia,130,Franklin,1190,Franklin,4204,"3,500 to 10,000"
1900,Georgia,130,Fulton,1210,Fulton,45532,"25,000 to 100,000"
1900,Georgia,130,Gilmer,1230,Gilmer,77,Under 500
1900,Georgia,130,Glascock,1250,Glascock,1515,"1,500 to 3,500"
1900,Georgia,130,Glynn,1270,Glynn,9104,"3,500 to 10,000"
1900,Georgia,130,Gordon,1290,Gordon,1631,"1,500 to 3,500"
1900,Georgia,130,Greene,1330,Greene,11217,"10,000 to 25,000"
1900,Georgia,130,Gwinnett,1350,Gwinnett,4143,"3,500 to 10,000"
1900,Georgia,130,Habersham,1370,Habersham,1792,"1,500 to 3,500"
1900,Georgia,130,Hall,1390,Hall,3272,"1,500 to 3,500"
1900,Georgia,130,Hancock,1410,Hancock,13628,"10,000 to 25,000"
1900,Georgia,130,Haralson,1430,Haralson,1639,"1,500 to 3,500"
1900,Georgia,130,Harris,1450,Harris,12186,"10,000 to 25,000"
1900,Georgia,130,Hart,1470,Hart,4025,"3,500 to 10,000"
1900,Georgia,130,Heard,1490,Heard,4014,"3,500 to 10,000"
1900,Georgia,130,Henry,1510,Henry,9389,"3,500 to 10,000"
1900,Georgia,130,Houston,1530,Houston,17006,"10,000 to 25,000"
1900,Georgia,130,Irwin,1550,Irwin,4680,"3,500 to 10,000"
1900,Georgia,130,Jackson,1570,Jackson,7606,"3,500 to 10,000"
1900,Georgia,130,Jasper,1590,Jasper,9645,"3,500 to 10,000"
1900,Georgia,130,Jefferson,1630,Jefferson,11578,"10,000 to 25,000"
1900,Georgia,130,Johnson,1670,Johnson,4531,"3,500 to 10,000"
1900,Georgia,130,Jones,1690,Jones,9450,"3,500 to 10,000"
1900,Georgia,130,Laurens,1750,Laurens,11338,"10,000 to 25,000"
1900,Georgia,130,Lee,1770,Lee,8837,"3,500 to 10,000"
1900,Georgia,130,Liberty,1790,Liberty,8614,"3,500 to 10,000"
1900,Georgia,130,Lincoln,1810,Lincoln,4273,"3,500 to 10,000"
1900,Georgia,130,Lowndes,1850,Lowndes,10688,"10,000 to 25,000"
1900,Georgia,130,Lumpkin,1870,Lumpkin,482,Under 500
1900,Georgia,130,McDuffie,1890,Mcduffie,6143,"3,500 to 10,000"
1900,Georgia,130,McIntosh,1910,Mcintosh,5081,"3,500 to 10,000"
1900,Georgia,130,Macon,1930,Macon,9791,"3,500 to 10,000"
1900,Georgia,130,Madison,1950,Madison,3885,"3,500 to 10,000"
1900,Georgia,130,Marion,1970,Marion,5849,"3,500 to 10,000"
1900,Georgia,130,Meriwether,1990,Meriwether,13817,"10,000 to 25,000"
1900,Georgia,130,Miller,2010,Miller,2708,"1,500 to 3,500"
1900,Georgia,130,Milton,2015,Milton,763,"500 to 1,500"
1900,Georgia,130,Mitchell,2050,Mitchell,7989,"3,500 to 10,000"
1900,Georgia,130,Monroe,2070,Monroe,13865,"10,000 to 25,000"
1900,Georgia,130,Montgomery,2090,Montgomery,6706,"3,500 to 10,000"
1900,Georgia,130,Morgan,2110,Morgan,10606,"10,000 to 25,000"
1900,Georgia,130,Murray,2130,Murray,521,"500 to 1,500"
1900,Georgia,130,Muscogee,2150,Muscogee,15597,"10,000 to 25,000"
1900,Georgia,130,Newton,2170,Newton,8144,"3,500 to 10,000"
1900,Georgia,130,Oconee,2190,Oconee,4413,"3,500 to 10,000"
1900,Georgia,130,Oglethorpe,2210,Oglethorpe,12243,"10,000 to 25,000"
1900,Georgia,130,Paulding,2230,Paulding,1345,"500 to 1,500"
1900,Georgia,130,Pickens,2270,Pickens,415,Under 500
1900,Georgia,130,Pierce,2290,Pierce,2184,"1,500 to 3,500"
1900,Georgia,130,Pike,2310,Pike,9602,"3,500 to 10,000"
1900,Georgia,130,Polk,2330,Polk,4916,"3,500 to 10,000"
1900,Georgia,130,Pulaski,2350,Pulaski,11029,"10,000 to 25,000"
1900,Georgia,130,Putnam,2370,Putnam,10057,"10,000 to 25,000"
1900,Georgia,130,Quitman,2390,Quitman,3447,"1,500 to 3,500"
1900,Georgia,130,Rabun,2410,Rabun,181,Under 500
1900,Georgia,130,Randolph,2430,Randolph,11297,"10,000 to 25,000"
1900,Georgia,130,Richmond,2450,Richmond,26255,"25,000 to 100,000"
1900,Georgia,130,Rockdale,2470,Rockdale,3096,"1,500 to 3,500"
1900,Georgia,130,Schley,2490,Schley,3583,"3,500 to 10,000"
1900,Georgia,130,Screven,2510,Screven,10946,"10,000 to 25,000"
1900,Georgia,130,Spalding,2550,Spalding,9154,"3,500 to 10,000"
1900,Georgia,130,Stewart,2590,Stewart,11837,"10,000 to 25,000"
1900,Georgia,130,Sumter,2610,Sumter,18813,"10,000 to 25,000"
1900,Georgia,130,Talbot,2630,Talbot,8539,"3,500 to 10,000"
1900,Georgia,130,Taliaferro,2650,Taliaferro,5521,"3,500 to 10,000"
1900,Georgia,130,Tattnall,2670,Tattnall,7113,"3,500 to 10,000"
1900,Georgia,130,Taylor,2690,Taylor,5026,"3,500 to 10,000"
1900,Georgia,130,Telfair,2710,Telfair,4126,"3,500 to 10,000"
1900,Georgia,130,Terrell,2730,Terrell,13349,"10,000 to 25,000"
1900,Georgia,130,Thomas,2750,Thomas,17450,"10,000 to 25,000"
1900,Georgia,130,Towns,2810,Towns,71,Under 500
1900,Georgia,130,Troup,2850,Troup,15332,"10,000 to 25,000"
1900,Georgia,130,Twiggs,2890,Twiggs,5805,"3,500 to 10,000"
1900,Georgia,130,Union,2910,Union,128,Under 500
1900,Georgia,130,Upson,2930,Upson,7481,"3,500 to 10,000"
1900,Georgia,130,Walker,2950,Walker,2464,"1,500 to 3,500"
1900,Georgia,130,Walton,2970,Walton,8341,"3,500 to 10,000"
1900,Georgia,130,Ware,2990,Ware,5109,"3,500 to 10,000"
1900,Georgia,130,Warren,3010,Warren,7621,"3,500 to 10,000"
1900,Georgia,130,Washington,3030,Washington,17422,"10,000 to 25,000"
1900,Georgia,130,Wayne,3050,Wayne,2227,"1,500 to 3,500"
1900,Georgia,130,Webster,3070,Webster,4114,"3,500 to 10,000"
1900,Georgia,130,White,3110,White,600,"500 to 1,500"
1900,Georgia,130,Whitfield,3130,Whitfield,1824,"1,500 to 3,500"
1900,Georgia,130,Wilcox,3150,Wilcox,4204,"3,500 to 10,000"
1900,Georgia,130,Wilkes,3170,Wilkes,14442,"10,000 to 25,000"
1900,Georgia,130,Wilkinson,3190,Wilkinson,6031,"3,500 to 10,000"
1900,Georgia,130,Worth,3210,Worth,8412,"3,500 to 10,000"
1910,Georgia,130,Appling,10,Appling,2863,"1,500 to 3,500"
1910,Georgia,130,Baker,70,Baker,5718,"3,500 to 10,000"
1910,Georgia,130,Baldwin,90,Baldwin,11005,"10,000 to 25,000"
1910,Georgia,130,Banks,110,Banks,2321,"1,500 to 3,500"
1910,Georgia,130,Bartow,150,Bartow,6348,"3,500 to 10,000"
1910,Georgia,130,Ben Hill,170,Ben Hill,4901,"3,500 to 10,000"
1910,Georgia,130,Berrien,190,Berrien,6263,"3,500 to 10,000"
1910,Georgia,130,Bibb,210,Bibb,27481,"25,000 to 100,000"
1910,Georgia,130,Brooks,270,Brooks,14086,"10,000 to 25,000"
1910,Georgia,130,Bryan,290,Bryan,3337,"1,500 to 3,500"
1910,Georgia,130,Bulloch,310,Bulloch,10591,"10,000 to 25,000"
1910,Georgia,130,Burke,330,Burke,22462,"10,000 to 25,000"
1910,Georgia,130,Butts,350,Butts,7200,"3,500 to 10,000"
1910,Georgia,130,Calhoun,370,Calhoun,8361,"3,500 to 10,000"
1910,Georgia,130,Camden,390,Camden,5113,"3,500 to 10,000"
1910,Georgia,130,Campbell,395,Campbell,3616,"3,500 to 10,000"
1910,Georgia,130,Carroll,450,Carroll,6383,"3,500 to 10,000"
1910,Georgia,130,Catoosa,470,Catoosa,476,Under 500
1910,Georgia,130,Charlton,490,Charlton,1189,"500 to 1,500"
1910,Georgia,130,Chatham,510,Chatham,43981,"25,000 to 100,000"
1910,Georgia,130,Chattahoochee,530,Chattahoochee,3864,"3,500 to 10,000"
1910,Georgia,130,Chattooga,550,Chattooga,2454,"1,500 to 3,500"
1910,Georgia,130,Cherokee,570,Cherokee,1168,"500 to 1,500"
1910,Georgia,130,Clarke,590,Clarke,11767,"10,000 to 25,000"
1910,Georgia,130,Clay,610,Clay,6569,"3,500 to 10,000"
1910,Georgia,130,Clayton,630,Clayton,4632,"3,500 to 10,000"
1910,Georgia,130,Clinch,650,Clinch,3378,"1,500 to 3,500"
1910,Georgia,130,Cobb,670,Cobb,7418,"3,500 to 10,000"
1910,Georgia,130,Coffee,690,Coffee,7734,"3,500 to 10,000"
1910,Georgia,130,Colquitt,710,Colquitt,4617,"3,500 to 10,000"
1910,Georgia,130,Columbia,730,Columbia,9198,"3,500 to 10,000"
1910,Georgia,130,Coweta,770,Coweta,16267,"10,000 to 25,000"
1910,Georgia,130,Crawford,790,Crawford,4922,"3,500 to 10,000"
1910,Georgia,130,Crisp,810,Crisp,8616,"3,500 to 10,000"
1910,Georgia,130,Dade,830,Dade,291,Under 500
1910,Georgia,130,Dawson,850,Dawson,152,Under 500
1910,Georgia,130,Decatur,870,Decatur,16738,"10,000 to 25,000"
1910,Georgia,130,DeKalb,890,De Kalb,8362,"3,500 to 10,000"
1910,Georgia,130,Dodge,910,Dodge,8460,"3,500 to 10,000"
1910,Georgia,130,Dooly,930,Dooly,12728,"10,000 to 25,000"
1910,Georgia,130,Dougherty,950,Dougherty,12049,"10,000 to 25,000"
1910,Georgia,130,Douglas,970,Douglas,2171,"1,500 to 3,500"
1910,Georgia,130,Early,990,Early,11273,"10,000 to 25,000"
1910,Georgia,130,Echols,1010,Echols,990,"500 to 1,500"
1910,Georgia,130,Effingham,1030,Effingham,4278,"3,500 to 10,000"
1910,Georgia,130,Elbert,1050,Elbert,12082,"10,000 to 25,000"
1910,Georgia,130,Emanuel,1070,Emanuel,9990,"3,500 to 10,000"
1910,Georgia,130,Fannin,1110,Fannin,162,Under 500
1910,Georgia,130,Fayette,1130,Fayette,3815,"3,500 to 10,000"
1910,Georgia,130,Floyd,1150,Floyd,10482,"10,000 to 25,000"
1910,Georgia,130,Forsyth,1170,Forsyth,1098,"500 to 1,500"
1910,Georgia,130,Franklin,1190,Franklin,3974,"3,500 to 10,000"
1910,Georgia,130,Fulton,1210,Fulton,57985,"25,000 to 100,000"
1910,Georgia,130,Gilmer,1230,Gilmer,71,Under 500
1910,Georgia,130,Glascock,1250,Glascock,1507,"1,500 to 3,500"
1910,Georgia,130,Glynn,1270,Glynn,9774,"3,500 to 10,000"
1910,Georgia,130,Gordon,1290,Gordon,1356,"500 to 1,500"
1910,Georgia,130,Grady,1310,Grady,7403,"3,500 to 10,000"
1910,Georgia,130,Greene,1330,Greene,11636,"10,000 to 25,000"
1910,Georgia,130,Gwinnett,1350,Gwinnett,4431,"3,500 to 10,000"
1910,Georgia,130,Habersham,1370,Habersham,711,"500 to 1,500"
1910,Georgia,130,Hall,1390,Hall,4030,"3,500 to 10,000"
1910,Georgia,130,Hancock,1410,Hancock,14268,"10,000 to 25,000"
1910,Georgia,130,Haralson,1430,Haralson,2027,"1,500 to 3,500"
1910,Georgia,130,Harris,1450,Harris,12865,"10,000 to 25,000"
1910,Georgia,130,Hart,1470,Hart,5080,"3,500 to 10,000"
1910,Georgia,130,Heard,1490,Heard,3756,"3,500 to 10,000"
1910,Georgia,130,Henry,1510,Henry,10184,"10,000 to 25,000"
1910,Georgia,130,Houston,1530,Houston,17388,"10,000 to 25,000"
1910,Georgia,130,Irwin,1550,Irwin,4916,"3,500 to 10,000"
1910,Georgia,130,Jackson,1570,Jackson,8613,"3,500 to 10,000"
1910,Georgia,130,Jasper,1590,Jasper,11484,"10,000 to 25,000"
1910,Georgia,130,Jeff Davis,1610,Jeff Davis,1593,"1,500 to 3,500"
1910,Georgia,130,Jefferson,1630,Jefferson,12979,"10,000 to 25,000"
1910,Georgia,130,Jenkins,1650,Jenkins,7296,"3,500 to 10,000"
1910,Georgia,130,Johnson,1670,Johnson,5557,"3,500 to 10,000"
1910,Georgia,130,Jones,1690,Jones,9288,"3,500 to 10,000"
1910,Georgia,130,Laurens,1750,Laurens,17544,"10,000 to 25,000"
1910,Georgia,130,Lee,1770,Lee,9992,"3,500 to 10,000"
1910,Georgia,130,Liberty,1790,Liberty,8355,"3,500 to 10,000"
1910,Georgia,130,Lincoln,1810,Lincoln,5175,"3,500 to 10,000"
1910,Georgia,130,Lowndes,1850,Lowndes,12955,"10,000 to 25,000"
1910,Georgia,130,Lumpkin,1870,Lumpkin,320,Under 500
1910,Georgia,130,McDuffie,1890,Mcduffie,5985,"3,500 to 10,000"
