Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop
2000,Georgia,13,McDuffie,189,McDuffie,7966
2000,Georgia,13,McIntosh,191,McIntosh,3993
2000,Georgia,13,Meriwether,199,Meriwether,9512
2000,Georgia,13,Miller,201,Miller,1845
2000,Georgia,13,Mitchell,205,Mitchell,11455
2000,Georgia,13,Monroe,207,Monroe,6077
2000,Georgia,13,Montgomery,209,Montgomery,2253
2000,Georgia,13,Morgan,211,Morgan,4410
2000,Georgia,13,Murray,213,Murray,226
2000,Georgia,13,Muscogee,215,Muscogee,81488
2000,Georgia,13,Newton,217,Newton,13771
2000,Georgia,13,Oconee,219,Oconee,1683
2000,Georgia,13,Oglethorpe,221,Oglethorpe,2496
2000,Georgia,13,Paulding,223,Paulding,5685
2000,Georgia,13,Peach,225,Peach,10738
2000,Georgia,13,Pickens,227,Pickens,293
2000,Georgia,13,Pierce,229,Pierce,1706
2000,Georgia,13,Pike,231,Pike,2025
2000,Georgia,13,Polk,233,Polk,5085
2000,Georgia,13,Pulaski,235,Pulaski,3287
2000,Georgia,13,Putnam,237,Putnam,5625
2000,Georgia,13,Quitman,239,Quitman,1218
2000,Georgia,13,Rabun,241,Rabun,119
2000,Georgia,13,Randolph,243,Randolph,4633
2000,Georgia,13,Richmond,245,Richmond,99391
2000,Georgia,13,Rockdale,247,Rockdale,12771
2000,Georgia,13,Schley,249,Schley,1178
2000,Georgia,13,Screven,251,Screven,6963
2000,Georgia,13,Seminole,253,Seminole,3247
2000,Georgia,13,Spalding,255,Spalding,18141
2000,Georgia,13,Stephens,257,Stephens,3053
2000,Georgia,13,Stewart,259,Stewart,3232
2000,Georgia,13,Sumter,261,Sumter,16276
2000,Georgia,13,Talbot,263,Talbot,4002
2000,Georgia,13,Taliaferro,265,Taliaferro,1253
2000,Georgia,13,Tattnall,267,Tattnall,7010
2000,Georgia,13,Taylor,269,Taylor,3752
2000,Georgia,13,Telfair,271,Telfair,4534
2000,Georgia,13,Terrell,273,Terrell,6658
2000,Georgia,13,Thomas,275,Thomas,16607
2000,Georgia,13,Tift,277,Tift,10760
2000,Georgia,13,Toombs,279,Toombs,6296
2000,Georgia,13,Towns,281,Towns,12
2000,Georgia,13,Treutlen,283,Treutlen,2269
2000,Georgia,13,Troup,285,Troup,18734
2000,Georgia,13,Turner,287,Turner,3895
2000,Georgia,13,Twiggs,289,Twiggs,4623
2000,Georgia,13,Union,291,Union,100
2000,Georgia,13,Upson,293,Upson,7712
2000,Georgia,13,Walker,295,Walker,2310
2000,Georgia,13,Walton,297,Walton,8749
2000,Georgia,13,Ware,299,Ware,9939
2000,Georgia,13,Warren,301,Warren,3768
2000,Georgia,13,Washington,303,Washington,11265
2000,Georgia,13,Wayne,305,Wayne,5398
2000,Georgia,13,Webster,307,Webster,1124
2000,Georgia,13,Wheeler,309,Wheeler,2050
2000,Georgia,13,White,311,White,432
2000,Georgia,13,Whitfield,313,Whitfield,3214
2000,Georgia,13,Wilcox,315,Wilcox,3106
2000,Georgia,13,Wilkes,317,Wilkes,4601
2000,Georgia,13,Wilkinson,319,Wilkinson,4160
2000,Georgia,13,Worth,321,Worth,6495
2010,Georgia,13,Appling,1,Appling,3392
2010,Georgia,13,Atkinson,3,Atkinson,1453
2010,Georgia,13,Bacon,5,Bacon,1704
2010,Georgia,13,Baker,7,Baker,1613
2010,Georgia,13,Baldwin,9,Baldwin,18965
2010,Georgia,13,Banks,11,Banks,427
2010,Georgia,13,Barrow,13,Barrow,7889
2010,Georgia,13,Bartow,15,Bartow,10178
2010,Georgia,13,Ben Hill,17,Ben Hill,6104
2010,Georgia,13,Berrien,19,Berrien,2063
2010,Georgia,13,Bibb,21,Bibb,81116
2010,Georgia,13,Bleckley,23,Bleckley,3564
2010,Georgia,13,Brantley,25,Brantley,538
2010,Georgia,13,Brooks,27,Brooks,5729
2010,Georgia,13,Bryan,29,Bryan,4286
2010,Georgia,13,Bulloch,31,Bulloch,19409
2010,Georgia,13,Burke,33,Burke,11533
2010,Georgia,13,Butts,35,Butts,6469
2010,Georgia,13,Calhoun,37,Calhoun,4105
2010,Georgia,13,Camden,39,Camden,9799
2010,Georgia,13,Candler,43,Candler,2683
2010,Georgia,13,Carroll,45,Carroll,20089
2010,Georgia,13,Catoosa,47,Catoosa,1392
2010,Georgia,13,Charlton,49,Charlton,3464
2010,Georgia,13,Chatham,51,Chatham,106392
2010,Georgia,13,Chattahoochee,53,Chattahoochee,2123
2010,Georgia,13,Chattooga,55,Chattooga,2899
2010,Georgia,13,Cherokee,57,Cherokee,12117
2010,Georgia,13,Clarke,59,Clarke,30988
2010,Georgia,13,Clay,61,Clay,1923
2010,Georgia,13,Clayton,63,Clayton,171480
2010,Georgia,13,Clinch,65,Clinch,1886
2010,Georgia,13,Cobb,67,Cobb,171774
2010,Georgia,13,Coffee,69,Coffee,11283
2010,Georgia,13,Colquitt,71,Colquitt,10210
2010,Georgia,13,Columbia,73,Columbia,18439
2010,Georgia,13,Cook,75,Cook,4704
2010,Georgia,13,Coweta,77,Coweta,22029
2010,Georgia,13,Crawford,79,Crawford,2818
2010,Georgia,13,Crisp,81,Crisp,10079
2010,Georgia,13,Dade,83,Dade,145
2010,Georgia,13,Dawson,85,Dawson,105
2010,Georgia,13,Decatur,87,Decatur,11438
2010,Georgia,13,DeKalb,89,DeKalb,375725
2010,Georgia,13,Dodge,91,Dodge,6504
2010,Georgia,13,Dooly,93,Dooly,7442
2010,Georgia,13,Dougherty,95,Dougherty,63470
2010,Georgia,13,Douglas,97,Douglas,52290
2010,Georgia,13,Early,99,Early,5462
2010,Georgia,13,Echols,101,Echols,171
2010,Georgia,13,Effingham,103,Effingham,7048
2010,Georgia,13,Elbert,105,Elbert,5950
2010,Georgia,13,Emanuel,107,Emanuel,7562
2010,Georgia,13,Evans,109,Evans,3205
2010,Georgia,13,Fannin,111,Fannin,83
2010,Georgia,13,Fayette,113,Fayette,21395
2010,Georgia,13,Floyd,115,Floyd,13640
2010,Georgia,13,Forsyth,117,Forsyth,4510
2010,Georgia,13,Franklin,119,Franklin,1850
2010,Georgia,13,Fulton,121,Fulton,405575
2010,Georgia,13,Gilmer,123,Gilmer,135
2010,Georgia,13,Glascock,125,Glascock,253
2010,Georgia,13,Glynn,127,Glynn,20726
2010,Georgia,13,Gordon,129,Gordon,2005
2010,Georgia,13,Grady,131,Grady,7176
2010,Georgia,13,Greene,133,Greene,6105
2010,Georgia,13,Gwinnett,135,Gwinnett,190167
2010,Georgia,13,Habersham,137,Habersham,1444
2010,Georgia,13,Hall,139,Hall,13279
2010,Georgia,13,Hancock,141,Hancock,6983
2010,Georgia,13,Haralson,143,Haralson,1353
2010,Georgia,13,Harris,145,Harris,5506
2010,Georgia,13,Hart,147,Hart,4710
2010,Georgia,13,Heard,149,Heard,1159
2010,Georgia,13,Henry,151,Henry,75277
2010,Georgia,13,Houston,153,Houston,39998
2010,Georgia,13,Irwin,155,Irwin,2472
2010,Georgia,13,Jackson,157,Jackson,4103
2010,Georgia,13,Jasper,159,Jasper,3037
2010,Georgia,13,Jeff Davis,161,Jeff Davis,2224
2010,Georgia,13,Jefferson,163,Jefferson,9213
2010,Georgia,13,Jenkins,165,Jenkins,3380
2010,Georgia,13,Johnson,167,Johnson,3489
2010,Georgia,13,Jones,169,Jones,7008
2010,Georgia,13,Lamar,171,Lamar,5650
2010,Georgia,13,Lanier,173,Lanier,2390
2010,Georgia,13,Laurens,175,Laurens,17324
2010,Georgia,13,Lee,177,Lee,5268
2010,Georgia,13,Liberty,179,Liberty,26805
2010,Georgia,13,Lincoln,181,Lincoln,2570
2010,Georgia,13,Long,183,Long,3647
2010,Georgia,13,Lowndes,185,Lowndes,39142
2010,Georgia,13,Lumpkin,187,Lumpkin,340
2010,Georgia,13,Macon,193,Macon,8933
2010,Georgia,13,Madison,195,Madison,2355
2010,Georgia,13,Marion,197,Marion,2856
2010,Georgia,13,McDuffie,189,McDuffie,8706
2010,Georgia,13,McIntosh,191,McIntosh,5149
2010,Georgia,13,Meriwether,199,Meriwether,8605
2010,Georgia,13,Miller,201,Miller,1720
2010,Georgia,13,Mitchell,205,Mitchell,11219
2010,Georgia,13,Monroe,207,Monroe,6268
2010,Georgia,13,Montgomery,209,Montgomery,2397
2010,Georgia,13,Morgan,211,Morgan,4208
2010,Georgia,13,Murray,213,Murray,245
2010,Georgia,13,Muscogee,215,Muscogee,86403
2010,Georgia,13,Newton,217,Newton,40878
2010,Georgia,13,Oconee,219,Oconee,1635
2010,Georgia,13,Oglethorpe,221,Oglethorpe,2566
2010,Georgia,13,Paulding,223,Paulding,24321
2010,Georgia,13,Peach,225,Peach,12715
2010,Georgia,13,Pickens,227,Pickens,312
2010,Georgia,13,Pierce,229,Pierce,1666
2010,Georgia,13,Pike,231,Pike,1837
2010,Georgia,13,Polk,233,Polk,5190
2010,Georgia,13,Pulaski,235,Pulaski,3824
2010,Georgia,13,Putnam,237,Putnam,5522
2010,Georgia,13,Quitman,239,Quitman,1204
2010,Georgia,13,Rabun,241,Rabun,156
2010,Georgia,13,Randolph,243,Randolph,4769
2010,Georgia,13,Richmond,245,Richmond,108633
2010,Georgia,13,Rockdale,247,Rockdale,39559
2010,Georgia,13,Schley,249,Schley,1169
2010,Georgia,13,Screven,251,Screven,6318
2010,Georgia,13,Seminole,253,Seminole,2916
2010,Georgia,13,Spalding,255,Spalding,21030
2010,Georgia,13,Stephens,257,Stephens,2845
2010,Georgia,13,Stewart,259,Stewart,2864
2010,Georgia,13,Sumter,261,Sumter,17001
2010,Georgia,13,Talbot,263,Talbot,4065
2010,Georgia,13,Taliaferro,265,Taliaferro,1024
2010,Georgia,13,Tattnall,267,Tattnall,7465
2010,Georgia,13,Taylor,269,Taylor,3503
2010,Georgia,13,Telfair,271,Telfair,6017
2010,Georgia,13,Terrell,273,Terrell,5700
2010,Georgia,13,Thomas,275,Thomas,16497
2010,Georgia,13,Tift,277,Tift,11618
2010,Georgia,13,Toombs,279,Toombs,6767
2010,Georgia,13,Towns,281,Towns,41
2010,Georgia,13,Treutlen,283,Treutlen,2247
2010,Georgia,13,Troup,285,Troup,22394
2010,Georgia,13,Turner,287,Turner,3712
2010,Georgia,13,Twiggs,289,Twiggs,3724
2010,Georgia,13,Union,291,Union,99
2010,Georgia,13,Upson,293,Upson,7590
2010,Georgia,13,Walker,295,Walker,2829
2010,Georgia,13,Walton,297,Walton,13103
2010,Georgia,13,Ware,299,Ware,10721
2010,Georgia,13,Warren,301,Warren,3602
2010,Georgia,13,Washington,303,Washington,11173
2010,Georgia,13,Wayne,305,Wayne,5996
2010,Georgia,13,Webster,307,Webster,1185
2010,Georgia,13,Wheeler,309,Wheeler,2614
2010,Georgia,13,White,311,White,457
2010,Georgia,13,Whitfield,313,Whitfield,3845
2010,Georgia,13,Wilcox,315,Wilcox,3252
2010,Georgia,13,Wilkes,317,Wilkes,4535
2010,Georgia,13,Wilkinson,319,Wilkinson,3672
2010,Georgia,13,Worth,321,Worth,5978
2020,Georgia,13,Appling,1,Appling,3627
2020,Georgia,13,Atkinson,3,Atkinson,1419
2020,Georgia,13,Bacon,5,Bacon,1868
2020,Georgia,13,Baker,7,Baker,1388
2020,Georgia,13,Baldwin,9,Baldwin,19095
2020,Georgia,13,Banks,11,Banks,532
2020,Georgia,13,Barrow,13,Barrow,10101
2020,Georgia,13,Bartow,15,Bartow,12024
2020,Georgia,13,Ben Hill,17,Ben Hill,6060
2020,Georgia,13,Berrien,19,Berrien,2118
2020,Georgia,13,Bibb,21,Bibb,84968
2020,Georgia,13,Bleckley,23,Bleckley,3415
2020,Georgia,13,Brantley,25,Brantley,680
2020,Georgia,13,Brooks,27,Brooks,5414
2020,Georgia,13,Bryan,29,Bryan,5640
2020,Georgia,13,Bulloch,31,Bulloch,22880
2020,Georgia,13,Burke,33,Burke,10629
2020,Georgia,13,Butts,35,Butts,6943
2020,Georgia,13,Calhoun,37,Calhoun,3875
2020,Georgia,13,Camden,39,Camden,10306
2020,Georgia,13,Candler,43,Candler,2676
2020,Georgia,13,Carroll,45,Carroll,23152
2020,Georgia,13,Catoosa,47,Catoosa,1955
2020,Georgia,13,Charlton,49,Charlton,3800
2020,Georgia,13,Chatham,51,Chatham,118570
2020,Georgia,13,Chattahoochee,53,Chattahoochee,2158
2020,Georgia,13,Chattooga,55,Chattooga,2479
2020,Georgia,13,Cherokee,57,Cherokee,18807
2020,Georgia,13,Clarke,59,Clarke,36289
2020,Georgia,13,Clay,61,Clay,1747
2020,Georgia,13,Clayton,63,Clayton,208812
2020,Georgia,13,Clinch,65,Clinch,1822
2020,Georgia,13,Cobb,67,Cobb,217220
2020,Georgia,13,Coffee,69,Coffee,12282
2020,Georgia,13,Colquitt,71,Colquitt,10760
2020,Georgia,13,Columbia,73,Columbia,28390
2020,Georgia,13,Cook,75,Cook,4788
2020,Georgia,13,Coweta,77,Coweta,26839
2020,Georgia,13,Crawford,79,Crawford,2562
2020,Georgia,13,Crisp,81,Crisp,10080
2020,Georgia,13,Dade,83,Dade,195
2020,Georgia,13,Dawson,85,Dawson,226
2020,Georgia,13,Decatur,87,Decatur,11348
2020,Georgia,13,DeKalb,89,DeKalb,415350
2020,Georgia,13,Dodge,91,Dodge,6253
2020,Georgia,13,Dooly,93,Dooly,6853
2020,Georgia,13,Dougherty,95,Dougherty,64691
2020,Georgia,13,Douglas,97,Douglas,70340
2020,Georgia,13,Early,99,Early,5267
2020,Georgia,13,Echols,101,Echols,228
2020,Georgia,13,Effingham,103,Effingham,8769
2020,Georgia,13,Elbert,105,Elbert,5526
2020,Georgia,13,Emanuel,107,Emanuel,7869
2020,Georgia,13,Evans,109,Evans,3366
2020,Georgia,13,Fannin,111,Fannin,208
2020,Georgia,13,Fayette,113,Fayette,27571
2020,Georgia,13,Floyd,115,Floyd,14591
2020,Georgia,13,Forsyth,117,Forsyth,9701
2020,Georgia,13,Franklin,119,Franklin,2233
2020,Georgia,13,Fulton,121,Fulton,467301
2020,Georgia,13,Gilmer,123,Gilmer,401
2020,Georgia,13,Glascock,125,Glascock,270
2020,Georgia,13,Glynn,127,Glynn,22924
2020,Georgia,13,Gordon,129,Gordon,2538
2020,Georgia,13,Grady,131,Grady,7350
2020,Georgia,13,Greene,133,Greene,6000
2020,Georgia,13,Gwinnett,135,Gwinnett,271840
2020,Georgia,13,Habersham,137,Habersham,1861
2020,Georgia,13,Hall,139,Hall,16374
2020,Georgia,13,Hancock,141,Hancock,5944
2020,Georgia,13,Haralson,143,Haralson,1388
2020,Georgia,13,Harris,145,Harris,5757
2020,Georgia,13,Hart,147,Hart,4985
2020,Georgia,13,Heard,149,Heard,1164
2020,Georgia,13,Henry,151,Henry,107283
2020,Georgia,13,Houston,153,Houston,50216
2020,Georgia,13,Irwin,155,Irwin,2631
2020,Georgia,13,Jackson,157,Jackson,5141
2020,Georgia,13,Jasper,159,Jasper,2808
2020,Georgia,13,Jeff Davis,161,Jeff Davis,2284
2020,Georgia,13,Jefferson,163,Jefferson,8162
2020,Georgia,13,Jenkins,165,Jenkins,3760
2020,Georgia,13,Johnson,167,Johnson,3320
2020,Georgia,13,Jones,169,Jones,7183
2020,Georgia,13,Lamar,171,Lamar,5814
2020,Georgia,13,Lanier,173,Lanier,2295
2020,Georgia,13,Laurens,175,Laurens,17652
2020,Georgia,13,Lee,177,Lee,6548
2020,Georgia,13,Liberty,179,Liberty,27366
2020,Georgia,13,Lincoln,181,Lincoln,2303
2020,Georgia,13,Long,183,Long,5148
2020,Georgia,13,Lowndes,185,Lowndes,43155
2020,Georgia,13,Lumpkin,187,Lumpkin,593
2020,Georgia,13,Macon,193,Macon,7925
2020,Georgia,13,Madison,195,Madison,2757
2020,Georgia,13,Marion,197,Marion,2647
2020,Georgia,13,McDuffie,189,McDuffie,8978
2020,Georgia,13,McIntosh,191,McIntosh,4847
2020,Georgia,13,Meriwether,199,Meriwether,8217
2020,Georgia,13,Miller,201,Miller,1609
2020,Georgia,13,Mitchell,205,Mitchell,10674
2020,Georgia,13,Monroe,207,Monroe,6247
2020,Georgia,13,Montgomery,209,Montgomery,2372
2020,Georgia,13,Morgan,211,Morgan,4204
2020,Georgia,13,Murray,213,Murray,479
2020,Georgia,13,Muscogee,215,Muscogee,92808
2020,Georgia,13,Newton,217,Newton,51046
2020,Georgia,13,Oconee,219,Oconee,2081
2020,Georgia,13,Oglethorpe,221,Oglethorpe,2589
2020,Georgia,13,Paulding,223,Paulding,34121
2020,Georgia,13,Peach,225,Peach,12174
2020,Georgia,13,Pickens,227,Pickens,384
2020,Georgia,13,Pierce,229,Pierce,1706
2020,Georgia,13,Pike,231,Pike,1733
2020,Georgia,13,Polk,233,Polk,5436
2020,Georgia,13,Pulaski,235,Pulaski,3498
2020,Georgia,13,Putnam,237,Putnam,5823
2020,Georgia,13,Quitman,239,Quitman,1078
2020,Georgia,13,Rabun,241,Rabun,270
2020,Georgia,13,Randolph,243,Randolph,4202
2020,Georgia,13,Richmond,245,Richmond,115087
2020,Georgia,13,Rockdale,247,Rockdale,51639
2020,Georgia,13,Schley,249,Schley,1052
2020,Georgia,13,Screven,251,Screven,5756
2020,Georgia,13,Seminole,253,Seminole,2736
2020,Georgia,13,Spalding,255,Spalding,22871
2020,Georgia,13,Stephens,257,Stephens,2864
2020,Georgia,13,Stewart,259,Stewart,3019
2020,Georgia,13,Sumter,261,Sumter,15788
2020,Georgia,13,Talbot,263,Talbot,3450
2020,Georgia,13,Taliaferro,265,Taliaferro,872
2020,Georgia,13,Tattnall,267,Tattnall,7643
2020,Georgia,13,Taylor,269,Taylor,3119
2020,Georgia,13,Telfair,271,Telfair,5906
2020,Georgia,13,Terrell,273,Terrell,5201
2020,Georgia,13,Thomas,275,Thomas,16090
2020,Georgia,13,Tift,277,Tift,12415
2020,Georgia,13,Toombs,279,Toombs,7125
2020,Georgia,13,Towns,281,Towns,154
2020,Georgia,13,Treutlen,283,Treutlen,2158
2020,Georgia,13,Troup,285,Troup,25632
2020,Georgia,13,Turner,287,Turner,3220
2020,Georgia,13,Twiggs,289,Twiggs,3316
2020,Georgia,13,Union,291,Union,216
2020,Georgia,13,Upson,293,Upson,7471
2020,Georgia,13,Walker,295,Walker,3123
2020,Georgia,13,Walton,297,Walton,17298
2020,Georgia,13,Ware,299,Ware,10775
2020,Georgia,13,Warren,301,Warren,3098
2020,Georgia,13,Washington,303,Washington,10947
2020,Georgia,13,Wayne,305,Wayne,5991
2020,Georgia,13,Webster,307,Webster,1099
2020,Georgia,13,Wheeler,309,Wheeler,2978
2020,Georgia,13,White,311,White,599
2020,Georgia,13,Whitfield,313,Whitfield,4579
2020,Georgia,13,Wilcox,315,Wilcox,3075
2020,Georgia,13,Wilkes,317,Wilkes,4089
2020,Georgia,13,Wilkinson,319,Wilkinson,3470
2020,Georgia,13,Worth,321,Worth,5724
