Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop
1870,Georgia,130,Dade,830,Dade,245
1870,Georgia,130,Dawson,850,Dawson,337
1870,Georgia,130,Decatur,870,Decatur,7718
1870,Georgia,130,DeKalb,890,De Kalb,2662
1870,Georgia,130,Dooly,930,Dooly,4855
1870,Georgia,130,Dougherty,950,Dougherty,9424
1870,Georgia,130,Early,990,Early,4172
1870,Georgia,130,Echols,1010,Echols,465
1870,Georgia,130,Effingham,1030,Effingham,1704
1870,Georgia,130,Elbert,1050,Elbert,4863
1870,Georgia,130,Emanuel,1070,Emanuel,1703
1870,Georgia,130,Fannin,1110,Fannin,144
1870,Georgia,130,Fayette,1130,Fayette,2538
1870,Georgia,130,Floyd,1150,Floyd,5753
1870,Georgia,130,Forsyth,1170,Forsyth,1121
1870,Georgia,130,Franklin,1190,Franklin,1859
1870,Georgia,130,Fulton,1210,Fulton,15282
1870,Georgia,130,Gilmer,1230,Gilmer,117
1870,Georgia,130,Glascock,1250,Glascock,819
1870,Georgia,130,Glynn,1270,Glynn,3450
1870,Georgia,130,Gordon,1290,Gordon,1536
1870,Georgia,130,Greene,1330,Greene,8156
1870,Georgia,130,Gwinnett,1350,Gwinnett,2159
1870,Georgia,130,Habersham,1370,Habersham,949
1870,Georgia,130,Hall,1390,Hall,1290
1870,Georgia,130,Hancock,1410,Hancock,7672
1870,Georgia,130,Haralson,1430,Haralson,319
1870,Georgia,130,Harris,1450,Harris,7493
1870,Georgia,130,Hart,1470,Hart,1942
1870,Georgia,130,Heard,1490,Heard,2648
1870,Georgia,130,Henry,1510,Henry,3833
1870,Georgia,130,Houston,1530,Houston,15332
1870,Georgia,130,Irwin,1550,Irwin,296
1870,Georgia,130,Jackson,1570,Jackson,3710
1870,Georgia,130,Jasper,1590,Jasper,6555
1870,Georgia,130,Jefferson,1630,Jefferson,7943
1870,Georgia,130,Johnson,1670,Johnson,915
1870,Georgia,130,Jones,1690,Jones,6445
1870,Georgia,130,Laurens,1750,Laurens,3654
1870,Georgia,130,Lee,1770,Lee,7643
1870,Georgia,130,Liberty,1790,Liberty,5260
1870,Georgia,130,Lincoln,1810,Lincoln,3616
1870,Georgia,130,Lowndes,1850,Lowndes,4045
1870,Georgia,130,Lumpkin,1870,Lumpkin,462
1870,Georgia,130,McIntosh,1910,Mcintosh,3288
1870,Georgia,130,Macon,1930,Macon,7483
1870,Georgia,130,Madison,1950,Madison,1581
1870,Georgia,130,Marion,1970,Marion,3830
1870,Georgia,130,Meriwether,1990,Meriwether,7369
1870,Georgia,130,Miller,2010,Miller,956
1870,Georgia,130,Milton,2015,Milton,466
1870,Georgia,130,Mitchell,2050,Mitchell,2950
1870,Georgia,130,Monroe,2070,Monroe,10804
1870,Georgia,130,Montgomery,2090,Montgomery,1108
1870,Georgia,130,Morgan,2110,Morgan,7058
1870,Georgia,130,Murray,2130,Murray,757
1870,Georgia,130,Muscogee,2150,Muscogee,9220
1870,Georgia,130,Newton,2170,Newton,6014
1870,Georgia,130,Oglethorpe,2210,Oglethorpe,7141
1870,Georgia,130,Paulding,2230,Paulding,556
1870,Georgia,130,Pickens,2270,Pickens,129
1870,Georgia,130,Pierce,2290,Pierce,814
1870,Georgia,130,Pike,2310,Pike,4906
1870,Georgia,130,Polk,2330,Polk,2578
1870,Georgia,130,Pulaski,2350,Pulaski,5984
1870,Georgia,130,Putnam,2370,Putnam,7445
1870,Georgia,130,Quitman,2390,Quitman,2377
1870,Georgia,130,Rabun,2410,Rabun,119
1870,Georgia,130,Randolph,2430,Randolph,5477
1870,Georgia,130,Richmond,2450,Richmond,12565
1870,Georgia,130,Schley,2490,Schley,2851
1870,Georgia,130,Screven,2510,Screven,4888
1870,Georgia,130,Spalding,2550,Spalding,4878
1870,Georgia,130,Stewart,2590,Stewart,9100
1870,Georgia,130,Sumter,2610,Sumter,10639
1870,Georgia,130,Talbot,2630,Talbot,7152
1870,Georgia,130,Taliaferro,2650,Taliaferro,2987
1870,Georgia,130,Tattnall,2670,Tattnall,1280
1870,Georgia,130,Taylor,2690,Taylor,2962
1870,Georgia,130,Telfair,2710,Telfair,1145
1870,Georgia,130,Terrell,2730,Terrell,5284
1870,Georgia,130,Thomas,2750,Thomas,8363
1870,Georgia,130,Towns,2810,Towns,155
1870,Georgia,130,Troup,2850,Troup,11224
1870,Georgia,130,Twiggs,2890,Twiggs,5632
1870,Georgia,130,Union,2910,Union,114
1870,Georgia,130,Upson,2930,Upson,4565
1870,Georgia,130,Walker,2950,Walker,1529
1870,Georgia,130,Walton,2970,Walton,4162
1870,Georgia,130,Ware,2990,Ware,452
1870,Georgia,130,Warren,3010,Warren,6260
1870,Georgia,130,Washington,3030,Washington,8312
1870,Georgia,130,Wayne,3050,Wayne,379
1870,Georgia,130,Webster,3070,Webster,2238
1870,Georgia,130,White,3110,White,564
1870,Georgia,130,Whitfield,3130,Whitfield,1511
1870,Georgia,130,Wilcox,3150,Wilcox,537
1870,Georgia,130,Wilkes,3170,Wilkes,7827
1870,Georgia,130,Wilkinson,3190,Wilkinson,4699
1870,Georgia,130,Worth,3210,Worth,1105
1880,Georgia,130,Appling,10,Appling,1192
1880,Georgia,130,Baker,70,Baker,5565
1880,Georgia,130,Baldwin,90,Baldwin,9294
1880,Georgia,130,Banks,110,Banks,1507
1880,Georgia,130,Bartow,150,Bartow,6271
1880,Georgia,130,Berrien,190,Berrien,836
1880,Georgia,130,Bibb,210,Bibb,15700
1880,Georgia,130,Brooks,270,Brooks,6057
1880,Georgia,130,Bryan,290,Bryan,2561
1880,Georgia,130,Bulloch,310,Bulloch,2256
1880,Georgia,130,Burke,330,Burke,21031
1880,Georgia,130,Butts,350,Butts,4034
1880,Georgia,130,Calhoun,370,Calhoun,4670
1880,Georgia,130,Camden,390,Camden,4092
1880,Georgia,130,Campbell,395,Campbell,3885
1880,Georgia,130,Carroll,450,Carroll,2310
1880,Georgia,130,Catoosa,470,Catoosa,612
1880,Georgia,130,Charlton,490,Charlton,360
1880,Georgia,130,Chatham,510,Chatham,27515
1880,Georgia,130,Chattahoochee,530,Chattahoochee,3540
1880,Georgia,130,Chattooga,550,Chattooga,2040
1880,Georgia,130,Cherokee,570,Cherokee,1626
1880,Georgia,130,Clarke,590,Clarke,6388
1880,Georgia,130,Clay,610,Clay,3852
1880,Georgia,130,Clayton,630,Clayton,3089
1880,Georgia,130,Clinch,650,Clinch,838
1880,Georgia,130,Cobb,670,Cobb,6012
1880,Georgia,130,Coffee,690,Coffee,1042
1880,Georgia,130,Colquitt,710,Colquitt,105
1880,Georgia,130,Columbia,730,Columbia,7435
1880,Georgia,130,Coweta,770,Coweta,11797
1880,Georgia,130,Crawford,790,Crawford,4716
1880,Georgia,130,Dade,830,Dade,1084
1880,Georgia,130,Dawson,850,Dawson,356
1880,Georgia,130,Decatur,870,Decatur,10183
1880,Georgia,130,DeKalb,890,De Kalb,4543
1880,Georgia,130,Dodge,910,Dodge,1852
1880,Georgia,130,Dooly,930,Dooly,5828
1880,Georgia,130,Dougherty,950,Dougherty,10670
1880,Georgia,130,Douglas,970,Douglas,1471
1880,Georgia,130,Early,990,Early,4596
1880,Georgia,130,Echols,1010,Echols,500
1880,Georgia,130,Effingham,1030,Effingham,2751
1880,Georgia,130,Elbert,1050,Elbert,6872
1880,Georgia,130,Emanuel,1070,Emanuel,3085
1880,Georgia,130,Fannin,1110,Fannin,133
1880,Georgia,130,Fayette,1130,Fayette,2863
1880,Georgia,130,Floyd,1150,Floyd,9460
1880,Georgia,130,Forsyth,1170,Forsyth,1487
1880,Georgia,130,Franklin,1190,Franklin,2547
1880,Georgia,130,Fulton,1210,Fulton,20842
1880,Georgia,130,Gilmer,1230,Gilmer,126
1880,Georgia,130,Glascock,1250,Glascock,1071
1880,Georgia,130,Glynn,1270,Glynn,4300
1880,Georgia,130,Gordon,1290,Gordon,1820
1880,Georgia,130,Greene,1330,Greene,11974
1880,Georgia,130,Gwinnett,1350,Gwinnett,3515
1880,Georgia,130,Habersham,1370,Habersham,1361
1880,Georgia,130,Hall,1390,Hall,2258
1880,Georgia,130,Hancock,1410,Hancock,11943
1880,Georgia,130,Haralson,1430,Haralson,153
1880,Georgia,130,Harris,1450,Harris,9286
1880,Georgia,130,Hart,1470,Hart,2882
1880,Georgia,130,Heard,1490,Heard,3095
1880,Georgia,130,Henry,1510,Henry,6229
1880,Georgia,130,Houston,1530,Houston,16390
1880,Georgia,130,Irwin,1550,Irwin,535
1880,Georgia,130,Jackson,1570,Jackson,5157
1880,Georgia,130,Jasper,1590,Jasper,7593
1880,Georgia,130,Jefferson,1630,Jefferson,10090
1880,Georgia,130,Johnson,1670,Johnson,1345
1880,Georgia,130,Jones,1690,Jones,7860
1880,Georgia,130,Laurens,1750,Laurens,4351
1880,Georgia,130,Lee,1770,Lee,8837
1880,Georgia,130,Liberty,1790,Liberty,7061
1880,Georgia,130,Lincoln,1810,Lincoln,4158
1880,Georgia,130,Lowndes,1850,Lowndes,5637
1880,Georgia,130,Lumpkin,1870,Lumpkin,451
1880,Georgia,130,McDuffie,1890,Mcduffie,6019
1880,Georgia,130,McIntosh,1910,Mcintosh,4695
1880,Georgia,130,Macon,1930,Macon,7387
1880,Georgia,130,Madison,1950,Madison,2586
1880,Georgia,130,Marion,1970,Marion,4304
1880,Georgia,130,Meriwether,1990,Meriwether,9854
1880,Georgia,130,Miller,2010,Miller,1393
1880,Georgia,130,Milton,2015,Milton,777
1880,Georgia,130,Mitchell,2050,Mitchell,5203
1880,Georgia,130,Monroe,2070,Monroe,12115
1880,Georgia,130,Montgomery,2090,Montgomery,1871
1880,Georgia,130,Morgan,2110,Morgan,9782
1880,Georgia,130,Murray,2130,Murray,906
1880,Georgia,130,Muscogee,2150,Muscogee,10327
1880,Georgia,130,Newton,2170,Newton,6883
1880,Georgia,130,Oconee,2190,Oconee,3024
1880,Georgia,130,Oglethorpe,2210,Oglethorpe,9931
1880,Georgia,130,Paulding,2230,Paulding,984
1880,Georgia,130,Pickens,2270,Pickens,145
1880,Georgia,130,Pierce,2290,Pierce,1472
1880,Georgia,130,Pike,2310,Pike,8069
1880,Georgia,130,Polk,2330,Polk,4147
1880,Georgia,130,Pulaski,2350,Pulaski,8225
1880,Georgia,130,Putnam,2370,Putnam,11021
1880,Georgia,130,Quitman,2390,Quitman,2619
1880,Georgia,130,Rabun,2410,Rabun,197
1880,Georgia,130,Randolph,2430,Randolph,7796
1880,Georgia,130,Richmond,2450,Richmond,17464
1880,Georgia,130,Rockdale,2470,Rockdale,2689
1880,Georgia,130,Schley,2490,Schley,3073
1880,Georgia,130,Screven,2510,Screven,6613
1880,Georgia,130,Spalding,2550,Spalding,7146
1880,Georgia,130,Stewart,2590,Stewart,9622
1880,Georgia,130,Sumter,2610,Sumter,12189
1880,Georgia,130,Talbot,2630,Talbot,9667
1880,Georgia,130,Taliaferro,2650,Taliaferro,4722
1880,Georgia,130,Tattnall,2670,Tattnall,1974
1880,Georgia,130,Taylor,2690,Taylor,3827
1880,Georgia,130,Telfair,2710,Telfair,2161
1880,Georgia,130,Terrell,2730,Terrell,6183
1880,Georgia,130,Thomas,2750,Thomas,12213
1880,Georgia,130,Towns,2810,Towns,104
1880,Georgia,130,Troup,2850,Troup,13970
1880,Georgia,130,Twiggs,2890,Twiggs,6074
1880,Georgia,130,Union,2910,Union,110
1880,Georgia,130,Upson,2930,Upson,6267
1880,Georgia,130,Walker,2950,Walker,1563
1880,Georgia,130,Walton,2970,Walton,6301
1880,Georgia,130,Ware,2990,Ware,1144
1880,Georgia,130,Warren,3010,Warren,6846
1880,Georgia,130,Washington,3030,Washington,12515
1880,Georgia,130,Wayne,3050,Wayne,1920
1880,Georgia,130,Webster,3070,Webster,2570
1880,Georgia,130,White,3110,White,590
1880,Georgia,130,Whitfield,3130,Whitfield,2210
1880,Georgia,130,Wilcox,3150,Wilcox,698
1880,Georgia,130,Wilkes,3170,Wilkes,10812
1880,Georgia,130,Wilkinson,3190,Wilkinson,5511
1880,Georgia,130,Worth,3210,Worth,1824
1890,Georgia,130,Appling,10,Appling,2462
1890,Georgia,130,Baker,70,Baker,4549
1890,Georgia,130,Baldwin,90,Baldwin,9343
1890,Georgia,130,Banks,110,Banks,1563
1890,Georgia,130,Bartow,150,Bartow,6041
1890,Georgia,130,Berrien,190,Berrien,2417
1890,Georgia,130,Bibb,210,Bibb,23336
1890,Georgia,130,Brooks,270,Brooks,7637
1890,Georgia,130,Bryan,290,Bryan,2687
1890,Georgia,130,Bulloch,310,Bulloch,4689
1890,Georgia,130,Burke,330,Burke,22680
1890,Georgia,130,Butts,350,Butts,5398
1890,Georgia,130,Calhoun,370,Calhoun,6199
1890,Georgia,130,Camden,390,Camden,4137
1890,Georgia,130,Campbell,395,Campbell,3493
1890,Georgia,130,Carroll,450,Carroll,3851
1890,Georgia,130,Catoosa,470,Catoosa,636
1890,Georgia,130,Charlton,490,Charlton,870
1890,Georgia,130,Chatham,510,Chatham,34757
1890,Georgia,130,Chattahoochee,530,Chattahoochee,3065
1890,Georgia,130,Chattooga,550,Chattooga,1998
1890,Georgia,130,Cherokee,570,Cherokee,1508
1890,Georgia,130,Clarke,590,Clarke,8111
1890,Georgia,130,Clay,610,Clay,4815
1890,Georgia,130,Clayton,630,Clayton,3075
1890,Georgia,130,Clinch,650,Clinch,2360
1890,Georgia,130,Cobb,670,Cobb,6774
1890,Georgia,130,Coffee,690,Coffee,3858
1890,Georgia,130,Colquitt,710,Colquitt,477
1890,Georgia,130,Columbia,730,Columbia,8038
1890,Georgia,130,Coweta,770,Coweta,12612
1890,Georgia,130,Crawford,790,Crawford,5156
1890,Georgia,130,Dade,830,Dade,1093
1890,Georgia,130,Dawson,850,Dawson,259
1890,Georgia,130,Decatur,870,Decatur,10811
1890,Georgia,130,DeKalb,890,De Kalb,5974
1890,Georgia,130,Dodge,910,Dodge,5309
1890,Georgia,130,Dooly,930,Dooly,8914
1890,Georgia,130,Dougherty,950,Dougherty,10231
1890,Georgia,130,Douglas,970,Douglas,1801
1890,Georgia,130,Early,990,Early,6122
1890,Georgia,130,Echols,1010,Echols,1020
1890,Georgia,130,Effingham,1030,Effingham,2210
1890,Georgia,130,Elbert,1050,Elbert,7884
1890,Georgia,130,Emanuel,1070,Emanuel,5306
1890,Georgia,130,Fannin,1110,Fannin,112
1890,Georgia,130,Fayette,1130,Fayette,3074
1890,Georgia,130,Floyd,1150,Floyd,10414
1890,Georgia,130,Forsyth,1170,Forsyth,1288
1890,Georgia,130,Franklin,1190,Franklin,3298
1890,Georgia,130,Fulton,1210,Fulton,35397
1890,Georgia,130,Gilmer,1230,Gilmer,69
1890,Georgia,130,Glascock,1250,Glascock,1168
1890,Georgia,130,Glynn,1270,Glynn,7741
1890,Georgia,130,Gordon,1290,Gordon,1727
1890,Georgia,130,Greene,1330,Greene,11719
1890,Georgia,130,Gwinnett,1350,Gwinnett,2996
1890,Georgia,130,Habersham,1370,Habersham,1589
1890,Georgia,130,Hall,1390,Hall,2767
1890,Georgia,130,Hancock,1410,Hancock,12410
1890,Georgia,130,Haralson,1430,Haralson,1117
1890,Georgia,130,Harris,1450,Harris,10797
1890,Georgia,130,Hart,1470,Hart,2957
1890,Georgia,130,Heard,1490,Heard,3342
1890,Georgia,130,Henry,1510,Henry,7591
1890,Georgia,130,Houston,1530,Houston,16341
1890,Georgia,130,Irwin,1550,Irwin,2075
1890,Georgia,130,Jackson,1570,Jackson,5396
1890,Georgia,130,Jasper,1590,Jasper,8487
1890,Georgia,130,Jefferson,1630,Jefferson,10763
1890,Georgia,130,Johnson,1670,Johnson,1456
1890,Georgia,130,Jones,1690,Jones,8778
1890,Georgia,130,Laurens,1750,Laurens,6093
1890,Georgia,130,Lee,1770,Lee,7642
1890,Georgia,130,Liberty,1790,Liberty,8673
1890,Georgia,130,Lincoln,1810,Lincoln,3673
1890,Georgia,130,Lowndes,1850,Lowndes,7974
1890,Georgia,130,Lumpkin,1870,Lumpkin,414
1890,Georgia,130,McDuffie,1890,Mcduffie,5522
1890,Georgia,130,McIntosh,1910,Mcintosh,5212
1890,Georgia,130,Macon,1930,Macon,9181
1890,Georgia,130,Madison,1950,Madison,3662
1890,Georgia,130,Marion,1970,Marion,4261
1890,Georgia,130,Meriwether,1990,Meriwether,11538
1890,Georgia,130,Miller,2010,Miller,1574
1890,Georgia,130,Milton,2015,Milton,672
1890,Georgia,130,Mitchell,2050,Mitchell,6106
1890,Georgia,130,Monroe,2070,Monroe,12516
1890,Georgia,130,Montgomery,2090,Montgomery,3658
1890,Georgia,130,Morgan,2110,Morgan,10997
1890,Georgia,130,Murray,2130,Murray,484
1890,Georgia,130,Muscogee,2150,Muscogee,15362
1890,Georgia,130,Newton,2170,Newton,7164
1890,Georgia,130,Oconee,2190,Oconee,3832
1890,Georgia,130,Oglethorpe,2210,Oglethorpe,11264
1890,Georgia,130,Paulding,2230,Paulding,1505
1890,Georgia,130,Pickens,2270,Pickens,349
1890,Georgia,130,Pierce,2290,Pierce,1983
1890,Georgia,130,Pike,2310,Pike,8077
1890,Georgia,130,Polk,2330,Polk,4654
1890,Georgia,130,Pulaski,2350,Pulaski,10001
1890,Georgia,130,Putnam,2370,Putnam,10903
1890,Georgia,130,Quitman,2390,Quitman,3050
1890,Georgia,130,Rabun,2410,Rabun,166
1890,Georgia,130,Randolph,2430,Randolph,9473
1890,Georgia,130,Richmond,2450,Richmond,22818
1890,Georgia,130,Rockdale,2470,Rockdale,2686
1890,Georgia,130,Schley,2490,Schley,3205
1890,Georgia,130,Screven,2510,Screven,7507
1890,Georgia,130,Spalding,2550,Spalding,7281
1890,Georgia,130,Stewart,2590,Stewart,11484
1890,Georgia,130,Sumter,2610,Sumter,15098
1890,Georgia,130,Talbot,2630,Talbot,9239
1890,Georgia,130,Taliaferro,2650,Taliaferro,4827
1890,Georgia,130,Tattnall,2670,Tattnall,3115
1890,Georgia,130,Taylor,2690,Taylor,4068
1890,Georgia,130,Telfair,2710,Telfair,2335
1890,Georgia,130,Terrell,2730,Terrell,9169
1890,Georgia,130,Thomas,2750,Thomas,15028
1890,Georgia,130,Towns,2810,Towns,74
1890,Georgia,130,Troup,2850,Troup,13661
1890,Georgia,130,Twiggs,2890,Twiggs,5447
1890,Georgia,130,Union,2910,Union,165
1890,Georgia,130,Upson,2930,Upson,6123
1890,Georgia,130,Walker,2950,Walker,1932
1890,Georgia,130,Walton,2970,Walton,7155
1890,Georgia,130,Ware,2990,Ware,3619
1890,Georgia,130,Warren,3010,Warren,6756
1890,Georgia,130,Washington,3030,Washington,14925
1890,Georgia,130,Wayne,3050,Wayne,2195
1890,Georgia,130,Webster,3070,Webster,3272
1890,Georgia,130,White,3110,White,662
1890,Georgia,130,Whitfield,3130,Whitfield,1930
1890,Georgia,130,Wilcox,3150,Wilcox,3155
1890,Georgia,130,Wilkes,3170,Wilkes,12464
1890,Georgia,130,Wilkinson,3190,Wilkinson,5214
1890,Georgia,130,Worth,3210,Worth,4176
1900,Georgia,130,Appling,10,Appling,3513
1900,Georgia,130,Baker,70,Baker,4770
1900,Georgia,130,Baldwin,90,Baldwin,11256
1900,Georgia,130,Banks,110,Banks,2097
1900,Georgia,130,Bartow,150,Bartow,6187
1900,Georgia,130,Berrien,190,Berrien,5937
1900,Georgia,130,Bibb,210,Bibb,27384
1900,Georgia,130,Brooks,270,Brooks,10904
1900,Georgia,130,Bryan,290,Bryan,3153
1900,Georgia,130,Bulloch,310,Bulloch,9164
1900,Georgia,130,Burke,330,Burke,24643
1900,Georgia,130,Butts,350,Butts,6807
1900,Georgia,130,Calhoun,370,Calhoun,6875
1900,Georgia,130,Camden,390,Camden,5246
1900,Georgia,130,Campbell,395,Campbell,3168
1900,Georgia,130,Carroll,450,Carroll,5036
1900,Georgia,130,Catoosa,470,Catoosa,482
1900,Georgia,130,Charlton,490,Charlton,743
1900,Georgia,130,Chatham,510,Chatham,41257
1900,Georgia,130,Chattahoochee,530,Chattahoochee,3938
1900,Georgia,130,Chattooga,550,Chattooga,2238
1900,Georgia,130,Cherokee,570,Cherokee,1285
1900,Georgia,130,Clarke,590,Clarke,9476
1900,Georgia,130,Clay,610,Clay,5703
1900,Georgia,130,Clayton,630,Clayton,4026
1900,Georgia,130,Clinch,650,Clinch,3590
1900,Georgia,130,Cobb,670,Cobb,7328
1900,Georgia,130,Coffee,690,Coffee,6611
1900,Georgia,130,Colquitt,710,Colquitt,3602
1900,Georgia,130,Columbia,730,Columbia,7753
1900,Georgia,130,Coweta,770,Coweta,14220
1900,Georgia,130,Crawford,790,Crawford,5818
1900,Georgia,130,Dade,830,Dade,438
1900,Georgia,130,Dawson,850,Dawson,171
1900,Georgia,130,Decatur,870,Decatur,15778
1900,Georgia,130,DeKalb,890,De Kalb,7044
1900,Georgia,130,Dodge,910,Dodge,5705
1900,Georgia,130,Dooly,930,Dooly,14684
1900,Georgia,130,Dougherty,950,Dougherty,11228
1900,Georgia,130,Douglas,970,Douglas,2155
1900,Georgia,130,Early,990,Early,8965
1900,Georgia,130,Echols,1010,Echols,991
1900,Georgia,130,Effingham,1030,Effingham,3704
1900,Georgia,130,Elbert,1050,Elbert,9792
1900,Georgia,130,Emanuel,1070,Emanuel,8406
1900,Georgia,130,Fannin,1110,Fannin,296
1900,Georgia,130,Fayette,1130,Fayette,3561
1900,Georgia,130,Floyd,1150,Floyd,11476
1900,Georgia,130,Forsyth,1170,Forsyth,1083
1900,Georgia,130,Franklin,1190,Franklin,4204
1900,Georgia,130,Fulton,1210,Fulton,45532
1900,Georgia,130,Gilmer,1230,Gilmer,77
1900,Georgia,130,Glascock,1250,Glascock,1515
1900,Georgia,130,Glynn,1270,Glynn,9104
1900,Georgia,130,Gordon,1290,Gordon,1631
1900,Georgia,130,Greene,1330,Greene,11217
1900,Georgia,130,Gwinnett,1350,Gwinnett,4143
1900,Georgia,130,Habersham,1370,Habersham,1792
1900,Georgia,130,Hall,1390,Hall,3272
1900,Georgia,130,Hancock,1410,Hancock,13628
1900,Georgia,130,Haralson,1430,Haralson,1639
1900,Georgia,130,Harris,1450,Harris,12186
1900,Georgia,130,Hart,1470,Hart,4025
1900,Georgia,130,Heard,1490,Heard,4014
1900,Georgia,130,Henry,1510,Henry,9389
1900,Georgia,130,Houston,1530,Houston,17006
1900,Georgia,130,Irwin,1550,Irwin,4680
1900,Georgia,130,Jackson,1570,Jackson,7606
1900,Georgia,130,Jasper,1590,Jasper,9645
1900,Georgia,130,Jefferson,1630,Jefferson,11578
1900,Georgia,130,Johnson,1670,Johnson,4531
1900,Georgia,130,Jones,1690,Jones,9450
1900,Georgia,130,Laurens,1750,Laurens,11338
1900,Georgia,130,Lee,1770,Lee,8837
1900,Georgia,130,Liberty,1790,Liberty,8614
1900,Georgia,130,Lincoln,1810,Lincoln,4273
1900,Georgia,130,Lowndes,1850,Lowndes,10688
1900,Georgia,130,Lumpkin,1870,Lumpkin,482
1900,Georgia,130,McDuffie,1890,Mcduffie,6143
1900,Georgia,130,McIntosh,1910,Mcintosh,5081
1900,Georgia,130,Macon,1930,Macon,9791
1900,Georgia,130,Madison,1950,Madison,3885
1900,Georgia,130,Marion,1970,Marion,5849
1900,Georgia,130,Meriwether,1990,Meriwether,13817
1900,Georgia,130,Miller,2010,Miller,2708
1900,Georgia,130,Milton,2015,Milton,763
1900,Georgia,130,Mitchell,2050,Mitchell,7989
1900,Georgia,130,Monroe,2070,Monroe,13865
1900,Georgia,130,Montgomery,2090,Montgomery,6706
1900,Georgia,130,Morgan,2110,Morgan,10606
1900,Georgia,130,Murray,2130,Murray,521
1900,Georgia,130,Muscogee,2150,Muscogee,15597
1900,Georgia,130,Newton,2170,Newton,8144
1900,Georgia,130,Oconee,2190,Oconee,4413
1900,Georgia,130,Oglethorpe,2210,Oglethorpe,12243
1900,Georgia,130,Paulding,2230,Paulding,1345
1900,Georgia,130,Pickens,2270,Pickens,415
1900,Georgia,130,Pierce,2290,Pierce,2184
1900,Georgia,130,Pike,2310,Pike,9602
1900,Georgia,130,Polk,2330,Polk,4916
1900,Georgia,130,Pulaski,2350,Pulaski,11029
1900,Georgia,130,Putnam,2370,Putnam,10057
1900,Georgia,130,Quitman,2390,Quitman,3447
1900,Georgia,130,Rabun,2410,Rabun,181
1900,Georgia,130,Randolph,2430,Randolph,11297
1900,Georgia,130,Richmond,2450,Richmond,26255
1900,Georgia,130,Rockdale,2470,Rockdale,3096
1900,Georgia,130,Schley,2490,Schley,3583
1900,Georgia,130,Screven,2510,Screven,10946
1900,Georgia,130,Spalding,2550,Spalding,9154
1900,Georgia,130,Stewart,2590,Stewart,11837
1900,Georgia,130,Sumter,2610,Sumter,18813
1900,Georgia,130,Talbot,2630,Talbot,8539
1900,Georgia,130,Taliaferro,2650,Taliaferro,5521
1900,Georgia,130,Tattnall,2670,Tattnall,7113
1900,Georgia,130,Taylor,2690,Taylor,5026
1900,Georgia,130,Telfair,2710,Telfair,4126
1900,Georgia,130,Terrell,2730,Terrell,13349
1900,Georgia,130,Thomas,2750,Thomas,17450
1900,Georgia,130,Towns,2810,Towns,71
1900,Georgia,130,Troup,2850,Troup,15332
1900,Georgia,130,Twiggs,2890,Twiggs,5805
1900,Georgia,130,Union,2910,Union,128
1900,Georgia,130,Upson,2930,Upson,7481
1900,Georgia,130,Walker,2950,Walker,2464
1900,Georgia,130,Walton,2970,Walton,8341
1900,Georgia,130,Ware,2990,Ware,5109
1900,Georgia,130,Warren,3010,Warren,7621
1900,Georgia,130,Washington,3030,Washington,17422
1900,Georgia,130,Wayne,3050,Wayne,2227
1900,Georgia,130,Webster,3070,Webster,4114
1900,Georgia,130,White,3110,White,600
1900,Georgia,130,Whitfield,3130,Whitfield,1824
1900,Georgia,130,Wilcox,3150,Wilcox,4204
1900,Georgia,130,Wilkes,3170,Wilkes,14442
1900,Georgia,130,Wilkinson,3190,Wilkinson,6031
1900,Georgia,130,Worth,3210,Worth,8412
1910,Georgia,130,Appling,10,Appling,2863
1910,Georgia,130,Baker,70,Baker,5718
1910,Georgia,130,Baldwin,90,Baldwin,11005
1910,Georgia,130,Banks,110,Banks,2321
1910,Georgia,130,Bartow,150,Bartow,6348
1910,Georgia,130,Ben Hill,170,Ben Hill,4901
1910,Georgia,130,Berrien,190,Berrien,6263
1910,Georgia,130,Bibb,210,Bibb,27481
1910,Georgia,130,Brooks,270,Brooks,14086
1910,Georgia,130,Bryan,290,Bryan,3337
1910,Georgia,130,Bulloch,310,Bulloch,10591
1910,Georgia,130,Burke,330,Burke,22462
1910,Georgia,130,Butts,350,Butts,7200
1910,Georgia,130,Calhoun,370,Calhoun,8361
1910,Georgia,130,Camden,390,Camden,5113
1910,Georgia,130,Campbell,395,Campbell,3616
1910,Georgia,130,Carroll,450,Carroll,6383
1910,Georgia,130,Catoosa,470,Catoosa,476
1910,Georgia,130,Charlton,490,Charlton,1189
1910,Georgia,130,Chatham,510,Chatham,43981
1910,Georgia,130,Chattahoochee,530,Chattahoochee,3864
1910,Georgia,130,Chattooga,550,Chattooga,2454
1910,Georgia,130,Cherokee,570,Cherokee,1168
1910,Georgia,130,Clarke,590,Clarke,11767
1910,Georgia,130,Clay,610,Clay,6569
1910,Georgia,130,Clayton,630,Clayton,4632
1910,Georgia,130,Clinch,650,Clinch,3378
1910,Georgia,130,Cobb,670,Cobb,7418
1910,Georgia,130,Coffee,690,Coffee,7734
1910,Georgia,130,Colquitt,710,Colquitt,4617
1910,Georgia,130,Columbia,730,Columbia,9198
1910,Georgia,130,Coweta,770,Coweta,16267
1910,Georgia,130,Crawford,790,Crawford,4922
1910,Georgia,130,Crisp,810,Crisp,8616
1910,Georgia,130,Dade,830,Dade,291
1910,Georgia,130,Dawson,850,Dawson,152
